zu_zahlender_zins,darlehenssumme,rueckzahldauer,einkommen_monat,haus,oeffentliche_mahnverfahren_10_Jahre,kreditanfrage_6_monate,offene_forderungen,anzahl_kredite,ratio_schulden_zu_einkommen,monatliches_payment,investoren,investment_freunde,ausfall
0.2775,7500,36,4966.166667,True,0,2,0,9,0.18,309.21,11,0.0,0
0.24,1500,36,5416.666667,False,1,0,0,6,0.27,56.28,53,0.0,0
0.2099,10000,36,5250.0,True,1,2,0,20,0.44,376.7,106,0.0,0
0.105,12000,36,3583.333333,True,0,0,0,13,0.3,390.03,217,0.0,0
0.1999,3000,36,6029.166667,False,0,1,1,3,0.11,111.48,63,0.0,0
0.18,9100,36,1120.0,False,0,0,0,6,0.52,328.99,212,0.0,1
0.1695,4000,36,6666.666667,True,0,1,1,13,0.2,121.15,132,0.0,0
0.1275,2500,36,4887.5,True,1,1,1,14,0.14,83.93,29,0.0,0
0.075,7000,36,3333.333333,True,0,0,0,8,0.17,217.74,155,0.0,0
0.2425,5500,36,7083.333333,True,0,3,0,29,0.38,216.5,145,0.0,0
0.29,9000,36,4326.0,True,0,16,1,7,0.37,377.15,49,0.0,1
0.143,3500,36,4208.333333,False,1,2,0,8,0.15,120.13,87,0.0,0
0.295,2000,36,5000.0,False,0,0,0,8,0.08,84.36,28,0.0,1
0.1299,6000,36,3333.333333,False,0,2,1,22,0.43,202.13,147,0.0,0
0.3049,13357,60,5750.0,False,0,1,0,14,0.45,436.17,132,0.0,1
0.3177,4000,36,2666.666667,False,0,3,0,5,0.24,173.71,58,0.0,0
0.11,3000,36,4000.0,True,2,1,0,3,0.2,98.22,31,0.0,1
0.1414,15000,36,4416.666667,False,0,1,0,18,0.45,513.68,1,0.0,0
0.1176,3700,36,2108.75,False,0,0,0,5,0.29,122.47,115,0.0,0
0.071,5000,36,5903.666667,True,0,0,0,10,0.08,154.61,136,0.0,0
0.1759,25000,36,8000.0,True,1,3,2,4,0.18,898.68,274,0.0,1
0.3177,4000,36,7083.333333,True,0,0,3,11,0.2,173.71,13,0.0,1
0.2085,20000,36,3250.0,True,0,0,0,14,0.94,751.96,249,0.0,0
0.1999,10000,60,3583.333333,False,0,1,0,12,0.29,264.88,107,0.0,0
0.26,4900,36,1583.333333,True,0,0,4,6,0.39,197.42,73,0.0,1
0.3177,4000,36,5576.916667,False,0,1,4,6,0.44,173.71,13,0.0,1
0.18,5000,36,2321.916667,True,1,1,0,11,0.63,180.76,129,0.0,1
0.1505,5700,36,5416.666667,True,0,2,0,10,0.3,197.73,249,0.0,0
0.3199,4000,36,8722.416667,True,0,8,0,11,0.15,174.2,73,0.0,0
0.35,1500,36,1583.333333,False,1,2,2,5,0.12,67.85,53,0.0,0
0.1385,6000,36,6250.0,False,0,1,0,6,0.05,204.63,237,0.0,0
0.1694,15000,60,4416.666667,False,1,1,0,10,0.29,372.3,174,0.0,1
0.2049,4000,36,2166.666667,False,0,0,0,7,0.74,149.65,82,0.0,0
0.1029,12000,36,3941.666667,False,2,0,0,8,0.18,343.21,196,0.0,0
0.2199,8000,36,3250.0,True,0,2,0,18,0.17,305.48,1,0.0,0
0.36,1000,36,8095.5,True,0,0,7,3,0.02,45.8,14,0.0,0
0.1899,5400,36,6250.0,False,1,0,0,7,0.24,197.92,6,0.0,0
0.1185,25000,36,7083.333333,True,0,1,0,11,0.13,828.57,756,0.0,0
0.21,14000,36,6250.0,False,0,0,0,8,0.26,527.45,296,0.0,0
0.1095,6000,36,20833.333333,True,0,0,1,9,0.07,196.29,160,0.0,0
0.07,1000,36,21666.666667,True,0,4,0,8,0.09,30.88,45,0.0,0
0.35,1000,36,931.0,False,1,0,0,3,0.14,45.24,12,0.0,0
0.15,3000,36,6666.666667,True,0,9,0,5,0.2,104.0,29,0.0,0
0.14,12000,36,4734.333333,True,0,7,0,8,0.26,410.13,189,0.0,0
0.2199,9999,12,10416.666667,True,0,1,1,13,0.32,829.24,182,0.0,0
0.35,1250,36,4250.0,False,0,8,21,9,0.25,56.55,13,0.0,1
0.2552,7000,36,2916.666667,False,0,0,0,10,0.49,280.25,1,0.0,0
0.3199,2500,36,1450.0,False,1,1,0,6,0.7,108.87,68,0.0,1
0.1033,10000,12,6166.666667,False,0,0,0,12,0.29,0.0,176,0.0,0
0.11,5000,36,3500.0,False,0,1,4,1,0.17,160.04,32,350.0,0
0.1984,15000,60,10750.0,False,0,1,0,9,0.14,396.07,8,0.0,0
0.155,3000,36,2083.333333,False,0,0,0,5,0.24,104.73,90,0.0,1
0.3177,4000,36,17750.0,True,0,2,0,12,0.26,173.71,12,0.0,0
0.35,5000,36,5416.666667,True,0,6,0,14,0.12,216.54,56,0.0,0
0.2699,2000,36,4333.333333,False,1,2,0,4,0.15,81.64,24,0.0,0
0.1897,2000,12,1333.333333,False,0,1,0,1,0.25,0.0,9,0.0,0
0.093,12000,36,5525.0,False,0,0,0,5,0.24,383.27,349,0.0,1
0.254,2500,36,8750.0,False,0,4,0,9,0.26,99.93,89,0.0,0
0.3177,4000,36,3803.833333,False,3,1,1,0,0.05,173.71,64,0.0,1
0.35,2000,36,5000.0,True,0,7,0,12,0.19,90.47,18,0.0,1
0.15,2900,36,3500.0,True,1,3,1,7,0.08,100.53,141,0.0,0
0.2511,10000,36,6854.666667,False,0,0,0,12,0.22,398.18,2,0.0,0
0.1849,2000,12,5458.333333,False,0,3,0,19,0.24,183.83,20,0.0,0
0.2498,12700,60,6666.666667,False,0,5,0,5,0.13,372.61,3,0.0,0
0.287,9000,60,7500.0,False,1,5,0,5,0.17,284.04,37,0.0,0
0.1734,10000,36,4844.583333,True,0,4,0,9,0.22,358.22,122,0.0,0
0.1209,15000,36,3820.333333,True,0,5,0,6,0.42,498.86,270,0.0,0
0.092,4000,36,2500.0,False,0,0,0,6,0.18,127.57,115,0.0,0
0.11,9000,36,3750.0,True,0,1,0,8,0.17,294.65,179,150.0,0
0.21,12500,36,2500.0,True,0,6,0,19,0.75,470.94,123,0.0,1
0.23,2300,36,6666.666667,False,0,0,2,15,0.21,89.03,52,0.0,1
0.25,10000,36,0.083333,True,0,3,0,12,10.01,397.6,83,0.0,1
0.2958,4000,36,3083.333333,True,0,1,0,3,0.12,168.89,86,0.0,1
0.2148,2000,36,2500.0,False,2,0,3,2,0.04,75.84,37,0.0,0
0.1635,6000,36,10416.666667,True,1,2,0,7,0.14,211.98,245,0.0,0
0.115,7000,36,7500.0,False,0,0,1,11,0.21,230.83,128,0.0,0
0.093,10000,36,7958.333333,True,0,0,0,8,0.13,319.4,305,0.0,0
0.29,2501,36,2953.333333,True,1,1,5,2,0.16,62.04,17,0.0,0
0.2537,4000,36,3500.0,False,1,0,0,2,0.08,159.82,19,0.0,0
0.2699,2500,36,2000.0,False,1,1,0,3,0.08,102.05,44,0.0,1
0.2148,9500,36,17691.666667,True,0,1,0,12,0.19,360.26,152,0.0,0
0.2736,5000,60,4416.666667,True,0,3,1,12,0.28,153.75,1,0.0,1
0.1449,9900,36,8500.0,False,1,2,1,8,0.1,340.72,452,0.0,0
0.2443,12000,60,2500.0,False,0,0,0,10,0.51,348.22,2,0.0,1
0.103,5000,36,4166.666667,False,0,0,0,15,0.26,162.04,271,0.0,0
0.3199,2000,36,2083.333333,True,1,2,3,0,0.04,87.1,36,0.0,1
0.2849,4000,36,5700.0,False,0,3,0,4,0.19,166.52,1,0.0,0
0.3125,4000,36,5166.666667,True,1,0,0,6,0.21,172.56,39,0.0,1
0.1576,2000,12,2500.0,False,0,0,0,3,0.18,181.23,23,0.0,0
0.09,4500,36,8666.666667,True,0,1,0,15,0.3,143.1,69,0.0,0
0.1,15000,36,6666.666667,True,0,3,0,11,0.12,484.01,514,0.0,0
0.1926,3500,36,6083.333333,True,0,1,1,9,0.09,128.76,45,0.0,0
0.1029,4500,36,5900.0,True,0,1,0,2,0.08,145.82,57,0.0,0
0.1414,8000,36,4105.0,False,1,0,0,13,0.29,273.97,81,0.0,0
0.1945,3000,36,4166.666667,True,1,3,2,6,0.23,110.65,61,0.0,1
0.245,15000,36,4000.0,False,0,1,0,25,0.39,592.44,152,0.0,1
0.1224,2500,12,6166.666667,False,0,3,1,2,0.06,0.0,39,0.0,0
0.3084,2000,36,9583.333333,False,1,2,0,3,0.02,85.83,59,0.0,0
0.2199,10000,60,3666.666667,True,0,0,0,8,0.2,276.13,23,0.0,0
0.28,1000,36,3750.0,False,1,25,0,14,0.25,0.0,23,0.0,1
0.2599,10000,36,4333.333333,True,0,1,0,9,0.18,402.85,7,0.0,0
0.2015,15000,60,5166.666667,True,0,1,0,14,0.39,398.66,72,0.0,0
0.35,3000,36,3500.0,False,0,1,0,5,0.49,135.71,18,0.0,0
0.144,2500,36,3626.166667,True,0,3,1,7,0.34,85.93,88,50.0,0
0.2566,3000,36,3000.0,False,0,1,0,1,0.13,120.33,28,0.0,1
0.1074,15000,36,28333.333333,False,1,0,0,6,0.02,489.24,88,0.0,0
0.124,15000,36,2100.0,False,0,0,0,12,0.38,501.09,355,0.0,0
0.2645,4300,36,3333.333333,False,0,0,0,5,0.09,174.28,153,0.0,1
0.2041,4000,36,3972.666667,True,0,0,2,7,0.29,149.49,76,0.0,1
0.23,3000,36,7956.75,False,0,6,1,6,0.1,113.47,55,0.0,0
0.35,1300,36,2692.0,False,1,4,0,2,0.15,58.81,2,0.0,1
0.3199,2000,36,3833.333333,False,0,1,2,5,0.28,87.1,30,0.0,1
0.093,14500,36,11641.666667,True,0,0,0,13,0.27,463.12,502,0.0,0
0.28,1900,36,2894.0,False,1,2,1,6,0.19,78.59,26,0.0,1
0.2324,4500,36,2083.333333,False,0,1,3,2,0.26,174.76,14,0.0,1
0.2895,20000,36,11666.666667,True,0,8,0,11,0.22,837.57,305,0.0,0
0.195,5000,36,2470.0,True,0,0,6,3,0.24,184.55,144,0.0,0
0.092,6000,36,7916.666667,False,0,1,0,11,0.24,191.36,194,0.0,0
0.1799,2500,36,2666.666667,False,1,3,1,3,0.08,90.37,52,0.0,1
0.2,6500,36,2916.666667,False,0,0,1,3,0.24,241.56,75,0.0,1
0.31,1500,36,3416.666667,False,1,3,0,9,0.09,64.5,54,0.0,1
0.0853,10500,36,12500.0,True,0,0,0,10,0.06,0.0,241,0.0,0
0.1945,3000,36,5000.0,True,0,3,0,19,0.28,110.65,52,0.0,1
0.0964,2000,36,5416.666667,False,1,1,0,5,0.16,64.2,38,0.0,0
0.2399,10000,36,2500.0,True,1,1,0,3,0.31,392.28,46,0.0,1
0.14,6000,36,9500.0,True,0,1,0,8,0.12,205.07,230,0.0,0
0.13,1000,36,6250.0,True,0,3,2,10,0.16,33.69,55,0.0,0
0.1776,15000,36,8333.333333,True,0,5,0,15,0.26,540.48,533,0.0,1
0.19,3000,36,3500.0,False,0,0,1,9,0.23,109.97,44,0.0,0
0.3461,4500,36,7750.0,True,0,2,1,13,0.34,202.57,49,0.0,1
0.2599,5000,36,5833.333333,True,1,2,5,7,0.15,201.43,51,0.0,0
0.169,13340,36,7485.416667,True,0,0,0,9,0.23,474.94,427,0.0,0
0.2511,10000,36,2916.666667,False,0,2,0,5,0.17,398.18,1,0.0,1
0.29,5000,36,5000.0,False,1,3,2,1,0.06,209.53,21,0.0,0
0.2561,5500,36,1250.0,False,0,0,0,5,0.41,220.46,94,0.0,1
0.155,6000,36,3750.0,True,0,6,0,11,0.3,209.46,200,0.0,0
0.346,5750,36,5916.666667,False,0,2,2,11,0.38,258.81,66,0.0,0
0.3199,7500,36,4166.666667,True,0,1,0,14,0.62,326.62,55,0.0,0
0.155,1800,36,2583.333333,True,1,0,0,9,0.43,62.84,51,0.0,1
0.139,7000,36,5333.333333,True,0,0,0,15,0.42,238.9,207,0.0,0
0.2639,4000,36,4583.333333,True,0,4,0,5,0.15,161.99,74,0.0,0
0.1023,10000,36,4817.0,True,0,8,0,13,0.47,323.75,172,0.0,1
0.23,4000,36,7083.333333,True,0,7,2,9,0.28,154.84,44,0.0,1
0.071,1000,36,7500.0,True,0,0,0,3,0.01,30.92,30,0.0,0
0.1159,4200,36,2541.666667,True,0,0,0,16,0.45,138.68,1,0.0,0
0.08,6000,36,5075.0,False,0,0,0,1,0.04,0.0,126,0.0,0
0.21,1000,36,2506.666667,False,1,4,2,8,0.33,37.68,30,0.0,0
0.2059,25000,60,8500.0,True,0,1,1,12,0.21,670.58,1,0.0,0
0.2699,2000,36,2149.666667,False,0,0,0,5,0.14,81.64,11,0.0,0
0.2433,15000,60,3661.666667,False,0,0,0,8,0.37,434.4,20,0.0,0
0.165,9999,36,3000.0,True,0,3,0,5,0.32,354.01,264,0.0,1
0.2088,2000,36,212.75,True,1,0,0,11,5.59,75.23,85,0.0,0
0.2489,15000,60,5833.333333,True,0,0,1,21,0.37,439.3,33,0.0,1
0.0599,12000,36,11458.333333,True,0,4,1,10,0.15,365.01,144,0.0,1
0.1528,15000,12,14583.333333,True,0,2,1,6,0.14,1355.86,84,0.0,0
0.3177,4000,36,2916.666667,True,0,0,1,15,0.36,173.71,4,0.0,1
0.3177,2500,36,2916.666667,True,0,5,0,7,0.22,108.57,8,0.0,0
0.22,3000,36,2666.666667,True,1,0,2,4,0.07,114.57,80,0.0,0
0.155,2500,36,2083.333333,False,0,1,0,6,0.3,87.28,51,0.0,1
0.092,4000,36,4750.0,True,1,1,0,6,0.13,127.57,98,0.0,0
0.0974,10000,36,7916.666667,True,0,1,0,9,0.12,321.45,98,0.0,1
0.2958,2000,36,10833.333333,True,0,1,0,16,0.16,84.44,5,0.0,0
0.2575,7500,36,6250.0,False,0,0,0,4,0.22,291.13,249,0.0,0
0.28,15000,36,6000.0,True,0,12,0,27,0.71,620.45,110,128.72,1
0.245,7500,36,5041.666667,True,0,1,0,12,0.38,296.22,114,75.0,0
0.2759,6500,60,4500.0,True,0,0,0,7,0.21,200.78,99,0.0,0
0.1799,15000,36,3750.0,False,0,2,0,6,0.22,542.21,136,0.0,0
0.1364,19500,60,13250.0,True,0,1,0,17,0.2,450.1,178,0.0,0
0.07,3500,36,7666.666667,True,0,0,0,8,0.02,108.07,137,0.0,0
0.093,12000,36,7166.666667,True,0,1,0,7,0.2,383.27,440,0.0,0
0.09,1667,36,5344.916667,False,0,5,0,15,0.22,53.01,166,0.0,0
0.2049,5000,36,3583.333333,False,0,1,0,12,0.35,187.07,13,0.0,1
0.2494,4500,36,4333.333333,True,0,2,0,10,0.28,178.78,61,100.0,1
0.0869,9000,60,6583.333333,False,0,0,0,11,0.12,185.47,138,0.0,0
0.267,1750,36,5000.0,False,0,19,0,13,0.22,71.16,60,0.0,0
0.26,2995,36,9339.75,True,0,0,2,14,0.23,120.67,143,0.0,0
0.1198,4500,36,5083.333333,True,0,6,0,10,0.2,149.42,145,0.0,0
0.1564,8800,60,2151.0,False,0,0,0,2,0.11,212.32,134,0.0,1
0.35,3000,36,6000.0,False,0,0,1,7,0.14,135.71,28,0.0,0
0.1551,7000,60,7083.333333,False,0,1,0,14,0.15,168.41,7,0.0,0
0.2489,15000,60,2000.0,True,1,1,0,14,0.64,439.3,214,0.0,1
0.1768,15000,36,8200.0,True,0,0,0,5,0.15,539.88,210,0.0,0
0.127,10000,36,2287.583333,False,0,0,0,5,0.3,330.0,192,0.0,1
0.3199,4000,36,1316.666667,False,0,4,0,2,0.16,174.2,96,0.0,1
0.16,3500,36,3709.333333,True,0,4,0,10,0.31,123.05,119,0.0,1
0.092,2500,36,3333.333333,True,0,1,0,7,0.28,79.73,92,0.0,0
0.1415,6500,36,4583.333333,False,0,1,0,7,0.13,222.63,165,0.0,0
0.1153,15000,36,12083.333333,True,0,0,0,18,0.32,494.85,289,0.0,0
0.261,3000,60,2083.333333,True,1,1,1,7,0.41,90.0,47,0.0,1
0.153,4000,36,3750.0,True,0,9,0,6,0.13,139.25,71,0.0,1
0.2405,5000,36,3083.333333,True,0,8,0,9,0.15,43.15,84,0.0,0
0.2958,3500,36,1000.0,False,0,2,0,3,0.22,147.78,69,0.0,0
0.0724,25000,36,9333.333333,False,0,0,0,8,0.16,774.67,376,0.0,0
0.22,7500,36,2083.333333,False,0,0,0,7,0.44,257.61,192,0.0,0
0.1938,3001,36,2500.0,True,1,4,4,9,0.08,110.58,26,0.0,0
0.1999,2000,12,2811.0,False,0,0,0,5,0.33,185.26,33,0.0,0
0.3285,1000,36,3583.333333,False,2,0,2,6,0.1,44.03,42,0.0,0
0.23,4000,36,8333.416667,True,1,5,0,10,0.21,154.84,52,0.0,1
0.0699,7650,36,6750.0,True,0,0,0,8,0.17,236.17,133,0.0,0
0.236,7500,36,3250.0,False,0,1,0,1,0.13,292.67,344,0.0,0
0.249,3001,36,11250.0,True,0,4,3,7,0.17,119.16,97,0.0,1
0.3177,3000,36,4166.666667,True,1,1,0,8,0.35,130.28,23,0.0,1
0.261,2500,60,7916.666667,False,0,2,2,2,0.05,75.0,8,0.0,0
0.21,10100,36,2833.333333,False,0,1,0,4,0.27,380.52,174,0.0,0
0.3149,7500,36,2600.0,False,1,0,1,3,0.38,324.54,5,0.0,0
0.2379,2000,36,1666.666667,False,0,0,0,6,0.14,78.25,2,0.0,0
0.1999,2700,36,2333.333333,False,0,0,0,8,0.12,98.15,121,0.0,0
0.3199,4000,36,5632.333333,True,0,0,3,11,0.34,174.2,58,0.0,0
0.1,3947,36,8750.0,True,0,4,0,15,0.3,127.36,63,0.0,0
0.165,9500,36,4250.0,True,1,1,1,4,0.25,336.34,179,0.0,0
0.1795,12000,36,2870.833333,True,0,1,0,8,0.49,433.53,266,0.0,1
0.2099,2000,36,2916.666667,True,0,3,0,5,0.16,75.34,34,0.0,0
0.3209,1000,36,4166.666667,False,1,6,1,14,0.16,43.6,22,0.0,0
0.0628,2000,12,7500.0,True,0,2,0,8,0.08,172.39,23,0.0,0
0.2699,7000,36,9000.0,True,0,0,0,10,0.25,285.74,132,0.0,0
0.35,2000,36,5166.666667,False,1,3,0,6,0.07,90.47,40,0.0,0
0.1151,5000,36,3333.333333,False,0,1,0,2,0.15,164.9,79,0.0,0
0.24,2000,36,2391.666667,False,1,4,1,3,0.12,78.47,12,0.0,1
0.127,12500,36,8083.333333,False,0,0,0,6,0.06,419.37,52,0.0,0
0.18,6000,36,4850.5,True,0,6,0,9,0.22,216.91,193,0.0,1
0.082,6001,36,3694.5,True,0,1,0,2,0.06,187.05,88,0.0,0
0.1619,13000,36,6666.666667,True,0,0,0,13,0.26,458.26,65,0.0,0
0.1515,15000,36,7487.416667,True,0,0,0,10,0.24,0.0,327,0.0,0
0.1125,8000,36,848.0,False,0,0,0,10,0.42,262.86,98,50.0,1
0.1594,1500,36,200.0,False,1,0,0,2,0.31,52.69,58,0.0,0
0.2672,3500,60,3500.0,False,0,0,0,5,0.23,106.29,7,0.0,0
0.275,4500,36,3666.666667,True,0,3,0,13,0.43,184.92,102,0.0,0
0.0961,15750,60,11250.0,True,0,0,0,8,0.17,331.63,324,0.0,0
0.29,2600,36,8958.333333,False,2,6,5,10,0.17,108.95,33,0.0,1
0.2489,13000,60,3333.333333,False,0,1,0,6,0.44,380.73,155,0.0,1
0.09,4000,36,6166.666667,False,0,0,0,3,0.04,127.2,102,0.0,0
0.09,4000,36,5000.0,True,0,2,0,7,0.1,127.2,126,0.0,0
0.27,3500,36,2236.0,False,0,1,0,3,0.35,142.89,180,100.0,0
0.13,15000,36,5325.0,True,0,8,1,7,0.43,505.41,230,0.0,0
0.191,16646,36,3750.0,True,0,3,0,5,0.37,611.02,387,0.0,0
0.1407,11000,36,5416.666667,True,0,3,0,13,0.21,376.33,112,0.0,1
0.0735,6500,12,6416.666667,True,0,0,0,14,0.34,563.47,87,0.0,0
0.1613,14500,36,10416.666667,True,1,2,0,6,0.06,510.71,411,0.0,1
0.1749,2200,12,3250.0,False,0,1,0,8,0.45,201.16,43,0.0,0
0.1599,7000,36,2500.0,False,0,1,0,2,0.15,246.06,121,0.0,1
0.2725,6000,36,4666.666667,False,0,1,0,27,0.3,245.76,188,0.0,0
0.1399,4000,36,1500.0,False,0,3,0,2,0.22,114.55,85,0.0,0
0.115,20000,36,7833.333333,True,0,1,0,7,0.17,651.82,355,0.0,0
0.3199,5546,36,5916.666667,True,1,2,0,6,0.18,241.54,74,0.0,0
0.3199,7500,36,4000.0,True,0,0,0,7,0.31,326.62,107,0.0,1
0.2699,10000,36,5333.333333,True,0,1,0,12,0.43,408.2,8,0.0,0
0.3199,4000,36,2766.666667,False,0,0,0,6,0.34,174.2,44,0.0,0
0.1576,4488,12,1250.0,False,0,2,0,9,0.59,406.69,64,0.0,1
0.1699,4000,36,3500.0,True,0,3,0,8,0.41,97.83,66,0.0,0
0.1075,13000,36,5938.916667,True,0,0,1,4,0.19,424.07,197,0.0,1
0.143,3000,36,5666.666667,False,1,1,0,11,0.27,102.97,115,0.0,1
0.0825,7000,36,5125.0,False,0,0,0,6,0.12,220.16,246,0.0,0
0.1599,7000,36,8083.333333,True,0,1,0,9,0.17,246.06,2,0.0,0
0.29,7000,36,6666.666667,False,0,2,5,2,0.07,293.34,77,0.0,0
0.35,2200,36,5250.0,False,0,2,0,5,0.14,99.52,69,0.0,0
0.1025,22500,36,8916.666667,True,0,2,0,18,0.26,728.66,588,0.0,0
0.3234,10000,36,4833.333333,False,0,0,0,9,0.23,437.43,36,0.0,0
0.26,5000,36,3333.333333,True,1,0,9,1,0.06,201.45,89,0.0,1
0.155,25000,36,1583.333333,True,0,4,0,9,1.07,872.77,324,601.83,0
0.1699,12000,60,7583.333333,True,1,0,1,10,0.19,298.17,1,0.0,0
0.184,9000,36,7500.0,True,0,0,0,15,0.33,327.18,1,0.0,0
0.22,1000,36,3958.333333,False,0,1,2,9,0.26,38.19,50,0.0,0
0.119,15000,36,2333.333333,False,3,0,0,6,0.31,497.5,228,0.0,1
0.1495,1000,36,3358.333333,True,1,3,3,9,0.17,34.64,11,0.0,1
0.2,3500,36,1175.0,False,0,4,0,7,0.46,130.07,104,0.0,0
0.1799,13000,36,10833.333333,True,1,1,7,10,0.16,469.92,23,0.0,0
0.1449,15000,36,2666.666667,True,0,1,0,6,0.27,516.24,232,0.0,0
0.0845,3500,36,6000.0,True,1,1,0,6,0.21,110.41,88,0.0,0
0.1798,5000,36,2166.666667,False,0,0,0,3,0.22,179.42,214,0.0,0
0.1154,10000,36,6250.0,False,0,0,0,5,0.08,329.95,16,0.0,0
0.125,4000,36,3125.0,True,1,1,0,13,0.32,133.81,150,0.0,0
0.1899,6500,36,3000.0,True,1,1,0,7,0.27,238.23,2,0.0,0
0.3199,2000,36,1920.916667,False,0,2,2,7,0.41,87.1,37,0.0,1
0.2,7000,36,4083.333333,False,1,6,1,9,0.34,260.15,187,0.0,1
0.149,6000,36,4583.333333,False,0,0,0,12,0.37,207.7,91,0.0,0
0.1466,25000,36,9583.333333,True,0,2,0,10,0.15,862.48,242,0.0,0
0.182,2500,36,2250.0,False,0,2,0,12,0.36,90.63,31,0.0,0
0.1,4000,36,6000.0,False,0,6,0,13,0.18,127.8,98,0.0,0
0.183,8000,60,4797.333333,True,0,2,0,13,0.33,204.46,86,0.0,0
0.0912,1500,36,2470.0,False,0,0,0,7,0.13,32.0,98,0.0,0
0.19,1000,36,1416.666667,True,0,1,0,6,0.6,36.66,47,0.0,0
0.31,1000,36,1333.333333,False,0,0,0,10,0.26,43.0,17,0.0,0
0.0655,3000,36,6666.666667,False,0,0,0,9,0.14,92.02,39,0.0,0
0.2,2000,36,750.0,False,0,2,0,2,0.21,74.33,74,0.0,0
0.0734,2500,36,6843.0,False,1,0,0,7,0.03,77.58,104,0.0,0
0.35,1500,36,3229.5,True,0,4,0,5,0.16,67.85,21,0.0,0
0.1449,4500,36,5833.333333,False,0,0,0,2,0.13,154.87,88,0.0,0
0.21,1000,36,2250.0,False,1,4,0,2,0.03,37.68,47,0.0,0
0.1627,20000,36,9333.333333,True,0,14,0,18,0.18,705.81,220,0.0,1
0.2867,5000,60,5000.0,True,0,0,0,6,0.17,157.71,22,0.0,1
0.24,1500,36,1250.0,False,0,4,0,2,0.21,58.85,12,0.0,1
0.08,2500,36,4166.666667,False,0,1,0,4,0.02,78.34,87,200.0,0
0.3149,5836,36,2333.333333,True,1,2,0,6,0.33,252.55,80,0.0,1
0.3177,4000,36,7216.666667,True,0,0,0,8,0.35,173.71,59,0.0,1
0.3127,4000,36,8333.333333,True,0,2,1,5,0.13,172.6,1,0.0,0
0.07,2500,36,5841.666667,True,0,1,0,11,0.14,77.19,98,0.0,0
0.1201,7500,36,7775.0,False,0,1,0,10,0.2,249.14,281,0.0,0
0.135,7000,36,10229.166667,True,0,0,0,19,0.25,237.55,112,0.0,0
0.095,15000,36,11538.0,False,0,0,0,10,0.05,480.49,218,0.0,0
0.103,3500,36,2653.833333,True,0,0,0,4,0.12,113.43,135,0.0,0
0.2155,3000,36,3493.75,False,0,0,0,3,0.05,113.87,146,0.0,0
0.1095,5800,36,3083.333333,False,0,0,0,6,0.22,0.0,193,0.0,0
0.083,7000,36,20416.666667,True,0,0,0,7,0.14,220.32,227,0.0,0
0.2495,1000,36,2875.0,False,6,2,8,1,0.1,39.73,26,0.0,1
0.1485,6000,36,7916.666667,False,0,1,0,6,0.06,207.55,175,0.0,0
0.2141,7500,36,4000.0,True,0,4,7,11,0.23,284.14,210,0.0,1
0.1699,10000,60,3416.666667,False,0,1,0,8,0.25,248.47,190,0.0,0
0.108,4000,36,5000.0,True,1,0,1,5,0.15,130.58,130,0.0,1
0.2699,7500,36,10000.0,False,1,1,0,4,0.05,306.15,156,0.0,0
0.132,1000,36,175.0,False,3,0,1,1,10.01,33.79,7,0.0,0
0.2287,3000,36,5500.0,False,2,0,0,4,0.15,115.93,6,0.0,0
0.3199,7500,36,2916.666667,False,0,2,0,14,0.55,326.62,108,0.0,0
0.1995,3000,36,3333.333333,False,0,1,0,11,0.28,111.41,118,87.94,1
0.14,25000,36,8975.416667,False,3,0,1,3,0.1,854.44,434,0.0,1
0.3,1200,36,3750.0,True,1,4,2,4,0.06,50.94,16,0.0,1
0.2178,25000,36,0.083333,True,1,0,0,5,10.01,951.92,281,0.0,1
0.175,10000,36,4333.333333,False,2,1,0,3,0.1,359.02,171,200.0,0
0.35,3000,36,2516.0,False,0,3,3,2,0.15,135.71,45,0.0,1
0.114,4200,36,15416.666667,True,0,0,0,5,0.08,138.3,184,0.0,0
0.2295,2000,36,5625.083333,False,1,12,0,5,0.16,77.37,69,0.0,1
0.2218,15000,60,8000.0,False,2,0,0,7,0.12,415.82,18,0.0,0
0.24,12000,36,5416.666667,True,0,3,0,7,0.33,470.79,127,0.0,1
0.0899,10000,36,5416.666667,True,0,1,0,14,0.28,317.95,250,0.0,0
0.1095,4000,36,8750.0,True,0,0,0,5,0.1,130.86,74,0.0,0
0.1899,1000,36,5416.666667,True,2,4,3,5,0.08,36.65,41,0.0,0
0.0639,1000,36,6200.0,True,0,0,0,6,0.05,30.6,47,0.0,0
0.2044,14000,36,10700.916667,True,0,3,0,13,0.36,523.43,313,0.0,1
0.0765,5000,36,8500.0,True,0,0,0,9,0.17,155.88,110,0.0,0
0.3177,4000,36,6375.0,True,0,2,0,11,0.31,173.71,51,0.0,0
0.2025,9000,36,1460.583333,False,0,1,0,2,0.43,335.62,108,0.0,0
0.162,5000,36,2500.0,False,0,0,0,5,0.33,176.28,110,0.0,1
0.3177,4000,36,19166.666667,True,0,7,0,11,0.14,173.71,1,0.0,0
0.3435,6000,36,15000.0,False,0,1,0,11,0.2,269.21,153,0.0,0
0.275,4000,36,4416.666667,True,0,0,0,12,0.39,164.38,96,0.0,0
0.149,7500,36,7690.583333,False,0,0,0,12,0.22,259.62,192,0.0,0
0.3099,4000,36,1196.333333,False,0,0,0,6,0.56,171.98,70,0.0,1
0.3177,2500,36,2500.0,False,2,3,0,3,0.06,108.57,34,0.0,1
