,zu_zahlender_zins,darlehenssumme,kreditsumme,einkommen_monat,haus,oeffentliche_mahnverfahren_10_Jahre,kreditanfrage_6_monate,offene_forderungen,anzahl_kredite,ratio_schulden_zu_einkommen,monatliches_payment,investoren,investment_freunde,ausfall
947,0.29,3000,36,4500.0,True,0,5,1,24,0.24,125.72,27,0.0,1
948,0.2,1500,36,4000.0,False,2,1,0,8,0.28,55.75,2,0.0,1
949,0.2172,1000,36,5483.333333,True,0,2,4,7,0.13,38.05,1,0.0,0
950,0.24,7500,36,3936.0,False,0,2,0,3,0.26,294.25,164,0.0,1
951,0.35,1000,36,2040.0,False,1,1,1,10,0.23,45.24,17,0.0,1
952,0.2124,7500,60,8750.0,True,0,1,0,15,0.2,203.91,17,0.0,0
953,0.12,2060,36,4583.333333,True,0,4,0,13,0.29,68.42,78,0.0,0
954,0.3177,4000,36,3083.333333,True,0,0,0,19,0.37,173.71,84,0.0,1
955,0.1399,2000,36,8000.0,True,0,0,0,10,0.12,68.35,50,0.0,0
956,0.2599,5992,36,5000.0,False,0,0,0,8,0.29,241.41,114,0.0,0
957,0.2669,4500,12,3750.0,False,0,3,0,14,0.31,431.4,48,0.0,0
958,0.2699,5000,36,4583.333333,True,0,0,0,8,0.24,204.1,67,0.0,0
959,0.1225,2500,36,2500.0,False,0,0,0,7,0.24,83.33,117,0.0,0
960,0.1449,3000,36,3750.0,True,0,0,0,21,0.2,0.0,57,0.0,0
961,0.35,2500,36,937.0,False,0,0,7,2,0.12,113.09,4,0.0,1
962,0.34,1700,36,6666.666667,True,0,1,0,14,0.27,75.94,41,0.0,0
964,0.1926,4600,36,6267.0,True,1,12,1,14,0.26,169.22,54,0.0,0
965,0.14,2500,36,4166.666667,False,0,2,0,17,0.51,73.88,57,0.0,0
966,0.118,7000,36,8333.333333,True,0,2,0,14,0.12,231.83,211,0.0,0
967,0.2148,15000,36,7500.0,True,1,1,0,12,0.28,568.83,30,0.0,1
968,0.2,10000,36,11459.583333,True,6,3,0,5,0.1,0.0,109,0.0,1
969,0.3099,5000,36,5833.333333,False,1,3,0,10,0.27,214.98,4,0.0,0
970,0.2,1500,36,2843.75,False,0,10,0,4,0.14,55.75,76,0.0,0
971,0.1025,25000,36,6350.0,True,0,2,0,16,0.33,809.62,620,0.0,0
972,0.1999,4000,36,5833.333333,False,0,1,0,4,0.11,148.63,86,0.0,0
973,0.139,2500,36,6666.666667,False,1,0,1,5,0.04,85.32,48,0.0,0
974,0.35,2500,36,3333.333333,False,0,20,0,2,0.04,113.09,12,0.0,1
976,0.1034,9800,36,3750.0,True,0,0,0,11,0.24,317.79,72,0.0,0
978,0.155,7900,36,3541.666667,True,0,3,1,13,0.16,275.79,149,0.0,0
980,0.215,3500,36,1809.583333,False,0,6,6,2,0.26,132.76,87,0.0,1
981,0.2024,15000,60,14500.0,True,1,0,0,9,0.12,399.41,46,0.0,0
982,0.114,10000,36,5000.0,True,0,2,0,4,0.08,329.28,149,0.0,1
983,0.275,2000,36,3500.0,False,0,0,0,6,0.28,49.48,48,0.0,0
984,0.1,5000,36,2333.333333,False,1,1,0,3,0.08,161.34,104,0.0,1
985,0.2335,2000,36,0.083333,False,0,0,1,13,10.01,77.78,13,0.0,1
986,0.1304,5000,12,7666.666667,True,0,2,0,8,0.21,446.68,102,0.0,0
987,0.102,8400,36,5083.333333,True,0,0,0,9,0.2,271.83,297,0.0,0
988,0.13,2500,36,10833.333333,True,1,0,0,3,0.01,84.23,86,0.0,0
989,0.3099,1995,36,1041.666667,False,0,1,2,5,1.05,85.78,54,0.0,0
990,0.2575,10000,36,5416.666667,True,0,0,0,31,0.42,401.58,340,0.0,0
991,0.1995,15000,36,10000.0,True,1,1,1,9,0.19,557.07,401,0.0,1
992,0.1924,6000,36,6341.916667,False,1,2,1,4,0.13,220.66,44,0.0,1
993,0.0854,5000,36,3833.333333,True,0,0,0,13,0.16,157.93,95,0.0,0
994,0.155,3800,36,2038.0,False,1,1,0,8,0.55,132.66,127,0.0,1
995,0.29,10000,36,4889.75,True,1,11,4,11,0.45,419.06,80,0.0,1
997,0.1254,5000,36,6750.0,True,0,0,1,6,0.14,167.36,95,0.0,0
998,0.0899,8000,36,7666.666667,True,0,5,0,7,0.1,254.36,152,0.0,0
999,0.17,4592,36,2426.666667,False,1,2,5,7,0.21,163.72,160,0.0,1
1000,0.1449,13000,36,17916.666667,True,0,1,0,9,0.13,447.41,39,0.0,0
1001,0.1799,8000,36,5000.0,False,1,0,0,5,0.13,289.18,172,0.0,0
1002,0.1813,9924,36,8500.0,True,0,3,0,8,0.26,350.74,300,0.0,0
1003,0.316,4500,36,2500.0,False,0,1,7,14,0.59,195.0,33,0.0,1
1004,0.3199,2500,36,5416.666667,True,0,2,0,5,0.13,108.87,16,0.0,0
1005,0.2499,13500,36,8666.666667,True,0,1,0,6,0.28,536.69,160,0.0,0
1006,0.26,7000,36,1333.333333,False,0,2,0,5,0.29,282.03,96,0.0,0
1007,0.2747,6000,60,5951.333333,False,0,0,0,12,0.45,184.9,106,0.0,0
1008,0.2739,4000,36,2500.0,False,0,0,0,5,0.49,164.14,82,0.0,0
1009,0.0789,14000,36,9333.333333,True,0,1,0,11,0.12,438.0,36,0.0,0
1010,0.0899,10000,36,9166.666667,True,0,4,0,13,0.15,317.95,37,0.0,0
1011,0.3304,4000,60,4844.416667,False,1,4,0,5,0.11,136.98,48,0.0,0
1013,0.3125,4000,36,1600.0,False,0,0,3,4,0.29,172.56,23,0.0,1
1014,0.275,7500,36,33333.333333,False,0,1,0,5,0.06,308.2,187,150.0,0
1015,0.143,1500,36,1000.0,False,0,0,0,2,0.07,51.49,55,0.0,0
1016,0.2499,7500,36,6833.333333,True,0,13,0,15,0.2,298.16,192,0.0,1
1017,0.165,1200,36,2833.333333,False,0,9,0,11,0.31,42.49,11,0.0,0
1018,0.34,2000,36,3500.0,False,1,0,1,3,0.34,89.34,95,0.0,1
1019,0.128,3500,36,1720.0,False,0,1,0,4,0.13,117.59,65,0.0,0
1020,0.107,10121,36,5000.0,True,0,2,0,12,0.32,329.91,126,0.0,0
1021,0.2148,10000,36,6000.0,True,0,0,1,7,0.22,379.22,27,0.0,0
1022,0.2499,8000,36,7916.666667,True,0,1,1,8,0.21,318.04,3,0.0,0
1023,0.29,25000,36,16250.0,False,1,0,6,0,0.06,1047.64,232,0.0,0
1024,0.0499,5000,12,5833.333333,True,0,0,0,10,0.15,428.01,21,0.0,0
1025,0.1469,8300,36,5000.0,True,0,2,0,16,0.29,286.46,95,0.0,0
1026,0.1154,25000,36,9600.416667,True,0,0,0,7,0.18,824.88,46,0.0,0
1027,0.2695,12000,36,5450.0,True,2,1,2,5,0.26,489.58,199,0.0,1
1028,0.1169,9000,60,7500.0,True,0,1,0,9,0.19,198.79,109,0.0,0
1029,0.24,4500,36,5143.666667,True,0,2,4,4,0.13,83.74,111,0.0,0
1031,0.1074,8000,36,4708.333333,False,0,0,0,9,0.15,260.93,133,0.0,0
1032,0.2346,7927,36,3750.0,True,0,5,1,11,0.34,308.76,127,0.0,0
1033,0.1269,13000,60,4416.666667,False,0,0,4,11,0.3,293.73,230,0.0,0
1034,0.082,6000,36,6250.0,True,0,1,0,9,0.17,188.57,219,0.0,0
1035,0.1175,3700,36,10000.0,True,0,8,1,7,0.12,120.65,144,0.0,0
1036,0.23,2000,36,3333.333333,False,1,5,0,13,0.32,77.42,2,0.0,1
1037,0.3199,2851,36,2500.0,True,0,0,0,13,0.56,124.15,25,0.0,0
1038,0.3199,7500,36,4166.666667,False,1,0,0,7,0.42,326.62,14,0.0,1
1039,0.1129,19978,36,11666.666667,True,1,2,1,7,0.09,656.8,353,0.0,0
1040,0.2346,13500,36,14583.333333,True,0,7,0,10,0.16,525.82,163,0.0,1
1041,0.107,7500,12,8000.0,False,0,1,0,11,0.16,661.81,93,0.0,0
1042,0.1399,15000,36,4844.75,True,0,0,0,14,0.34,512.59,324,0.0,0
1043,0.06,6000,36,5487.166667,False,0,6,0,7,0.12,147.59,1,0.0,0
1044,0.19,12000,36,5166.666667,True,0,4,0,24,0.26,439.87,310,0.0,0
1046,0.155,7000,36,2850.0,False,0,0,0,4,0.15,244.37,123,0.0,1
1047,0.13,25000,36,6000.0,True,0,0,1,13,0.35,842.35,365,0.0,0
1048,0.1875,12600,36,12078.833333,True,0,2,2,4,0.13,460.27,170,0.0,1
1049,0.098,1000,36,2083.333333,True,0,1,0,8,0.7,32.17,32,0.0,0
1050,0.2498,1200,36,4166.666667,False,0,4,0,13,0.2,0.0,26,0.0,0
1051,0.1439,7400,36,4355.166667,True,0,0,0,11,0.31,254.32,231,0.0,0
1053,0.2205,25000,36,7583.333333,True,0,0,0,7,0.17,955.41,770,0.0,0
1054,0.26,1215,36,5875.0,True,0,3,0,9,0.51,48.95,48,0.0,0
1055,0.0825,10000,36,5416.666667,True,0,0,0,8,0.09,314.52,304,0.0,0
1057,0.245,3000,36,7833.333333,True,1,4,0,10,0.07,118.49,60,0.0,0
1059,0.134,9000,36,8333.333333,False,0,0,0,1,0.04,304.98,172,0.0,0
1060,0.158,3000,36,3676.166667,False,0,7,0,20,0.7,105.18,65,0.0,0
1061,0.1224,3000,12,6666.666667,True,0,0,0,4,0.11,0.0,21,0.0,0
1062,0.1,2300,36,3750.0,False,0,2,0,9,0.09,74.21,91,0.0,0
1063,0.261,3200,60,2708.333333,False,1,0,0,2,0.32,96.0,57,0.0,0
1064,0.27,3000,36,8083.333333,True,0,2,0,8,0.1,122.48,95,0.0,0
1065,0.2999,4000,36,4166.666667,False,0,3,0,8,0.38,169.78,27,0.0,0
1066,0.1461,11000,36,2133.333333,False,0,0,1,4,0.3,379.22,220,0.0,1
1068,0.1576,15000,12,20833.333333,True,0,2,2,18,0.15,1359.26,319,0.0,0
1069,0.0975,3900,36,6666.666667,True,0,2,0,10,0.1,124.07,51,0.0,0
1070,0.2775,2000,36,4400.0,True,0,0,0,8,0.29,82.46,33,0.0,0
1071,0.1945,3200,36,4000.0,False,0,4,0,6,0.2,0.0,85,0.0,0
1072,0.35,5600,36,6008.333333,True,1,0,0,7,0.09,253.32,56,0.0,0
1073,0.2575,4500,36,3647.333333,False,0,0,0,3,0.14,180.71,73,0.0,0
1074,0.2775,7500,36,4966.166667,True,0,2,0,9,0.18,309.21,11,0.0,0
1075,0.24,1500,36,5416.666667,False,1,0,0,6,0.27,56.28,53,0.0,0
1076,0.2099,10000,36,5250.0,True,1,2,0,20,0.44,376.7,106,0.0,0
1077,0.105,12000,36,3583.333333,True,0,0,0,13,0.3,390.03,217,0.0,0
1078,0.1999,3000,36,6029.166667,False,0,1,1,3,0.11,111.48,63,0.0,0
1079,0.18,9100,36,1120.0,False,0,0,0,6,0.52,328.99,212,0.0,1
1080,0.1695,4000,36,6666.666667,True,0,1,1,13,0.2,121.15,132,0.0,0
1081,0.1275,2500,36,4887.5,True,1,1,1,14,0.14,83.93,29,0.0,0
1082,0.075,7000,36,3333.333333,True,0,0,0,8,0.17,217.74,155,0.0,0
1083,0.2425,5500,36,7083.333333,True,0,3,0,29,0.38,216.5,145,0.0,0
1084,0.29,9000,36,4326.0,True,0,16,1,7,0.37,377.15,49,0.0,1
1085,0.143,3500,36,4208.333333,False,1,2,0,8,0.15,120.13,87,0.0,0
1087,0.295,2000,36,5000.0,False,0,0,0,8,0.08,84.36,28,0.0,1
1088,0.1299,6000,36,3333.333333,False,0,2,1,22,0.43,202.13,147,0.0,0
1089,0.3049,13357,60,5750.0,False,0,1,0,14,0.45,436.17,132,0.0,1
1090,0.3177,4000,36,2666.666667,False,0,3,0,5,0.24,173.71,58,0.0,0
1091,0.11,3000,36,4000.0,True,2,1,0,3,0.2,98.22,31,0.0,1
1092,0.1414,15000,36,4416.666667,False,0,1,0,18,0.45,513.68,1,0.0,0
1093,0.1176,3700,36,2108.75,False,0,0,0,5,0.29,122.47,115,0.0,0
1094,0.071,5000,36,5903.666667,True,0,0,0,10,0.08,154.61,136,0.0,0
1095,0.1759,25000,36,8000.0,True,1,3,2,4,0.18,898.68,274,0.0,1
1096,0.3177,4000,36,7083.333333,True,0,0,3,11,0.2,173.71,13,0.0,1
1097,0.2085,20000,36,3250.0,True,0,0,0,14,0.94,751.96,249,0.0,0
1098,0.1999,10000,60,3583.333333,False,0,1,0,12,0.29,264.88,107,0.0,0
1099,0.26,4900,36,1583.333333,True,0,0,4,6,0.39,197.42,73,0.0,1
1100,0.3177,4000,36,5576.916667,False,0,1,4,6,0.44,173.71,13,0.0,1
1101,0.18,5000,36,2321.916667,True,1,1,0,11,0.63,180.76,129,0.0,1
1102,0.1505,5700,36,5416.666667,True,0,2,0,10,0.3,197.73,249,0.0,0
1103,0.3199,4000,36,8722.416667,True,0,8,0,11,0.15,174.2,73,0.0,0
1105,0.35,1500,36,1583.333333,False,1,2,2,5,0.12,67.85,53,0.0,0
1106,0.1385,6000,36,6250.0,False,0,1,0,6,0.05,204.63,237,0.0,0
1107,0.1694,15000,60,4416.666667,False,1,1,0,10,0.29,372.3,174,0.0,1
1108,0.2049,4000,36,2166.666667,False,0,0,0,7,0.74,149.65,82,0.0,0
1109,0.1029,12000,36,3941.666667,False,2,0,0,8,0.18,343.21,196,0.0,0
1110,0.2199,8000,36,3250.0,True,0,2,0,18,0.17,305.48,1,0.0,0
1111,0.36,1000,36,8095.5,True,0,0,7,3,0.02,45.8,14,0.0,0
1112,0.1899,5400,36,6250.0,False,1,0,0,7,0.24,197.92,6,0.0,0
1113,0.1185,25000,36,7083.333333,True,0,1,0,11,0.13,828.57,756,0.0,0
1114,0.21,14000,36,6250.0,False,0,0,0,8,0.26,527.45,296,0.0,0
1115,0.1095,6000,36,20833.333333,True,0,0,1,9,0.07,196.29,160,0.0,0
1116,0.07,1000,36,21666.666667,True,0,4,0,8,0.09,30.88,45,0.0,0
1117,0.35,1000,36,931.0,False,1,0,0,3,0.14,45.24,12,0.0,0
1118,0.15,3000,36,6666.666667,True,0,9,0,5,0.2,104.0,29,0.0,0
1119,0.14,12000,36,4734.333333,True,0,7,0,8,0.26,410.13,189,0.0,0
1120,0.2199,9999,12,10416.666667,True,0,1,1,13,0.32,829.24,182,0.0,0
1121,0.35,1250,36,4250.0,False,0,8,21,9,0.25,56.55,13,0.0,1
1123,0.2552,7000,36,2916.666667,False,0,0,0,10,0.49,280.25,1,0.0,0
1124,0.3199,2500,36,1450.0,False,1,1,0,6,0.7,108.87,68,0.0,1
1125,0.1033,10000,12,6166.666667,False,0,0,0,12,0.29,0.0,176,0.0,0
1126,0.11,5000,36,3500.0,False,0,1,4,1,0.17,160.04,32,350.0,0
1127,0.1984,15000,60,10750.0,False,0,1,0,9,0.14,396.07,8,0.0,0
1128,0.155,3000,36,2083.333333,False,0,0,0,5,0.24,104.73,90,0.0,1
1129,0.3177,4000,36,17750.0,True,0,2,0,12,0.26,173.71,12,0.0,0
1130,0.35,5000,36,5416.666667,True,0,6,0,14,0.12,216.54,56,0.0,0
1131,0.2699,2000,36,4333.333333,False,1,2,0,4,0.15,81.64,24,0.0,0
1132,0.1897,2000,12,1333.333333,False,0,1,0,1,0.25,0.0,9,0.0,0
1133,0.093,12000,36,5525.0,False,0,0,0,5,0.24,383.27,349,0.0,1
1134,0.254,2500,36,8750.0,False,0,4,0,9,0.26,99.93,89,0.0,0
1135,0.3177,4000,36,3803.833333,False,3,1,1,0,0.05,173.71,64,0.0,1
1136,0.35,2000,36,5000.0,True,0,7,0,12,0.19,90.47,18,0.0,1
1137,0.15,2900,36,3500.0,True,1,3,1,7,0.08,100.53,141,0.0,0
1138,0.2511,10000,36,6854.666667,False,0,0,0,12,0.22,398.18,2,0.0,0
1139,0.1849,2000,12,5458.333333,False,0,3,0,19,0.24,183.83,20,0.0,0
1140,0.2498,12700,60,6666.666667,False,0,5,0,5,0.13,372.61,3,0.0,0
1141,0.287,9000,60,7500.0,False,1,5,0,5,0.17,284.04,37,0.0,0
1142,0.1734,10000,36,4844.583333,True,0,4,0,9,0.22,358.22,122,0.0,0
1143,0.1209,15000,36,3820.333333,True,0,5,0,6,0.42,498.86,270,0.0,0
1144,0.092,4000,36,2500.0,False,0,0,0,6,0.18,127.57,115,0.0,0
1145,0.11,9000,36,3750.0,True,0,1,0,8,0.17,294.65,179,150.0,0
1146,0.21,12500,36,2500.0,True,0,6,0,19,0.75,470.94,123,0.0,1
1147,0.23,2300,36,6666.666667,False,0,0,2,15,0.21,89.03,52,0.0,1
1148,0.25,10000,36,0.083333,True,0,3,0,12,10.01,397.6,83,0.0,1
1149,0.2958,4000,36,3083.333333,True,0,1,0,3,0.12,168.89,86,0.0,1
1150,0.2148,2000,36,2500.0,False,2,0,3,2,0.04,75.84,37,0.0,0
1151,0.1635,6000,36,10416.666667,True,1,2,0,7,0.14,211.98,245,0.0,0
1153,0.115,7000,36,7500.0,False,0,0,1,11,0.21,230.83,128,0.0,0
1154,0.093,10000,36,7958.333333,True,0,0,0,8,0.13,319.4,305,0.0,0
1155,0.29,2501,36,2953.333333,True,1,1,5,2,0.16,62.04,17,0.0,0
1156,0.2537,4000,36,3500.0,False,1,0,0,2,0.08,159.82,19,0.0,0
1157,0.2699,2500,36,2000.0,False,1,1,0,3,0.08,102.05,44,0.0,1
1158,0.2148,9500,36,17691.666667,True,0,1,0,12,0.19,360.26,152,0.0,0
1159,0.2736,5000,60,4416.666667,True,0,3,1,12,0.28,153.75,1,0.0,1
1160,0.1449,9900,36,8500.0,False,1,2,1,8,0.1,340.72,452,0.0,0
1161,0.2443,12000,60,2500.0,False,0,0,0,10,0.51,348.22,2,0.0,1
1162,0.103,5000,36,4166.666667,False,0,0,0,15,0.26,162.04,271,0.0,0
1163,0.3199,2000,36,2083.333333,True,1,2,3,0,0.04,87.1,36,0.0,1
1164,0.2849,4000,36,5700.0,False,0,3,0,4,0.19,166.52,1,0.0,0
1165,0.3125,4000,36,5166.666667,True,1,0,0,6,0.21,172.56,39,0.0,1
1167,0.1576,2000,12,2500.0,False,0,0,0,3,0.18,181.23,23,0.0,0
1168,0.09,4500,36,8666.666667,True,0,1,0,15,0.3,143.1,69,0.0,0
1169,0.1,15000,36,6666.666667,True,0,3,0,11,0.12,484.01,514,0.0,0
1170,0.1926,3500,36,6083.333333,True,0,1,1,9,0.09,128.76,45,0.0,0
1171,0.1029,4500,36,5900.0,True,0,1,0,2,0.08,145.82,57,0.0,0
1172,0.1414,8000,36,4105.0,False,1,0,0,13,0.29,273.97,81,0.0,0
1173,0.1945,3000,36,4166.666667,True,1,3,2,6,0.23,110.65,61,0.0,1
1174,0.245,15000,36,4000.0,False,0,1,0,25,0.39,592.44,152,0.0,1
1175,0.1224,2500,12,6166.666667,False,0,3,1,2,0.06,0.0,39,0.0,0
1176,0.3084,2000,36,9583.333333,False,1,2,0,3,0.02,85.83,59,0.0,0
1177,0.2199,10000,60,3666.666667,True,0,0,0,8,0.2,276.13,23,0.0,0
1179,0.28,1000,36,3750.0,False,1,25,0,14,0.25,0.0,23,0.0,1
1180,0.2599,10000,36,4333.333333,True,0,1,0,9,0.18,402.85,7,0.0,0
1181,0.2015,15000,60,5166.666667,True,0,1,0,14,0.39,398.66,72,0.0,0
1182,0.35,3000,36,3500.0,False,0,1,0,5,0.49,135.71,18,0.0,0
1184,0.144,2500,36,3626.166667,True,0,3,1,7,0.34,85.93,88,50.0,0
1185,0.2566,3000,36,3000.0,False,0,1,0,1,0.13,120.33,28,0.0,1
1186,0.1074,15000,36,28333.333333,False,1,0,0,6,0.02,489.24,88,0.0,0
1187,0.124,15000,36,2100.0,False,0,0,0,12,0.38,501.09,355,0.0,0
1188,0.2645,4300,36,3333.333333,False,0,0,0,5,0.09,174.28,153,0.0,1
1189,0.2041,4000,36,3972.666667,True,0,0,2,7,0.29,149.49,76,0.0,1
1190,0.23,3000,36,7956.75,False,0,6,1,6,0.1,113.47,55,0.0,0
1191,0.35,1300,36,2692.0,False,1,4,0,2,0.15,58.81,2,0.0,1
1192,0.3199,2000,36,3833.333333,False,0,1,2,5,0.28,87.1,30,0.0,1
1193,0.093,14500,36,11641.666667,True,0,0,0,13,0.27,463.12,502,0.0,0
1194,0.28,1900,36,2894.0,False,1,2,1,6,0.19,78.59,26,0.0,1
1195,0.2324,4500,36,2083.333333,False,0,1,3,2,0.26,174.76,14,0.0,1
1196,0.2895,20000,36,11666.666667,True,0,8,0,11,0.22,837.57,305,0.0,0
1197,0.195,5000,36,2470.0,True,0,0,6,3,0.24,184.55,144,0.0,0
1198,0.092,6000,36,7916.666667,False,0,1,0,11,0.24,191.36,194,0.0,0
1200,0.1799,2500,36,2666.666667,False,1,3,1,3,0.08,90.37,52,0.0,1
1202,0.2,6500,36,2916.666667,False,0,0,1,3,0.24,241.56,75,0.0,1
1203,0.31,1500,36,3416.666667,False,1,3,0,9,0.09,64.5,54,0.0,1
1204,0.0853,10500,36,12500.0,True,0,0,0,10,0.06,0.0,241,0.0,0
1205,0.1945,3000,36,5000.0,True,0,3,0,19,0.28,110.65,52,0.0,1
1206,0.0964,2000,36,5416.666667,False,1,1,0,5,0.16,64.2,38,0.0,0
1207,0.2399,10000,36,2500.0,True,1,1,0,3,0.31,392.28,46,0.0,1
1208,0.14,6000,36,9500.0,True,0,1,0,8,0.12,205.07,230,0.0,0
1209,0.13,1000,36,6250.0,True,0,3,2,10,0.16,33.69,55,0.0,0
1210,0.1776,15000,36,8333.333333,True,0,5,0,15,0.26,540.48,533,0.0,1
1211,0.19,3000,36,3500.0,False,0,0,1,9,0.23,109.97,44,0.0,0
1212,0.3461,4500,36,7750.0,True,0,2,1,13,0.34,202.57,49,0.0,1
1213,0.2599,5000,36,5833.333333,True,1,2,5,7,0.15,201.43,51,0.0,0
1214,0.169,13340,36,7485.416667,True,0,0,0,9,0.23,474.94,427,0.0,0
1215,0.2511,10000,36,2916.666667,False,0,2,0,5,0.17,398.18,1,0.0,1
1216,0.29,5000,36,5000.0,False,1,3,2,1,0.06,209.53,21,0.0,0
1217,0.2561,5500,36,1250.0,False,0,0,0,5,0.41,220.46,94,0.0,1
1218,0.155,6000,36,3750.0,True,0,6,0,11,0.3,209.46,200,0.0,0
1219,0.346,5750,36,5916.666667,False,0,2,2,11,0.38,258.81,66,0.0,0
1220,0.3199,7500,36,4166.666667,True,0,1,0,14,0.62,326.62,55,0.0,0
1221,0.155,1800,36,2583.333333,True,1,0,0,9,0.43,62.84,51,0.0,1
1223,0.139,7000,36,5333.333333,True,0,0,0,15,0.42,238.9,207,0.0,0
1224,0.2639,4000,36,4583.333333,True,0,4,0,5,0.15,161.99,74,0.0,0
1225,0.1023,10000,36,4817.0,True,0,8,0,13,0.47,323.75,172,0.0,1
1226,0.23,4000,36,7083.333333,True,0,7,2,9,0.28,154.84,44,0.0,1
1227,0.071,1000,36,7500.0,True,0,0,0,3,0.01,30.92,30,0.0,0
1228,0.1159,4200,36,2541.666667,True,0,0,0,16,0.45,138.68,1,0.0,0
1229,0.08,6000,36,5075.0,False,0,0,0,1,0.04,0.0,126,0.0,0
1230,0.21,1000,36,2506.666667,False,1,4,2,8,0.33,37.68,30,0.0,0
1231,0.2059,25000,60,8500.0,True,0,1,1,12,0.21,670.58,1,0.0,0
1232,0.2699,2000,36,2149.666667,False,0,0,0,5,0.14,81.64,11,0.0,0
1233,0.2433,15000,60,3661.666667,False,0,0,0,8,0.37,434.4,20,0.0,0
1234,0.165,9999,36,3000.0,True,0,3,0,5,0.32,354.01,264,0.0,1
1235,0.2088,2000,36,212.75,True,1,0,0,11,5.59,75.23,85,0.0,0
1237,0.2489,15000,60,5833.333333,True,0,0,1,21,0.37,439.3,33,0.0,1
1239,0.0599,12000,36,11458.333333,True,0,4,1,10,0.15,365.01,144,0.0,1
1240,0.1528,15000,12,14583.333333,True,0,2,1,6,0.14,1355.86,84,0.0,0
1241,0.3177,4000,36,2916.666667,True,0,0,1,15,0.36,173.71,4,0.0,1
1242,0.3177,2500,36,2916.666667,True,0,5,0,7,0.22,108.57,8,0.0,0
1243,0.22,3000,36,2666.666667,True,1,0,2,4,0.07,114.57,80,0.0,0
1244,0.155,2500,36,2083.333333,False,0,1,0,6,0.3,87.28,51,0.0,1
1245,0.092,4000,36,4750.0,True,1,1,0,6,0.13,127.57,98,0.0,0
1246,0.0974,10000,36,7916.666667,True,0,1,0,9,0.12,321.45,98,0.0,1
1247,0.2958,2000,36,10833.333333,True,0,1,0,16,0.16,84.44,5,0.0,0
1248,0.2575,7500,36,6250.0,False,0,0,0,4,0.22,291.13,249,0.0,0
1249,0.28,15000,36,6000.0,True,0,12,0,27,0.71,620.45,110,128.72,1
1250,0.245,7500,36,5041.666667,True,0,1,0,12,0.38,296.22,114,75.0,0
1251,0.2759,6500,60,4500.0,True,0,0,0,7,0.21,200.78,99,0.0,0
1252,0.1799,15000,36,3750.0,False,0,2,0,6,0.22,542.21,136,0.0,0
1253,0.1364,19500,60,13250.0,True,0,1,0,17,0.2,450.1,178,0.0,0
1254,0.07,3500,36,7666.666667,True,0,0,0,8,0.02,108.07,137,0.0,0
1255,0.093,12000,36,7166.666667,True,0,1,0,7,0.2,383.27,440,0.0,0
1256,0.09,1667,36,5344.916667,False,0,5,0,15,0.22,53.01,166,0.0,0
1257,0.2049,5000,36,3583.333333,False,0,1,0,12,0.35,187.07,13,0.0,1
1258,0.2494,4500,36,4333.333333,True,0,2,0,10,0.28,178.78,61,100.0,1
1259,0.0869,9000,60,6583.333333,False,0,0,0,11,0.12,185.47,138,0.0,0
1260,0.267,1750,36,5000.0,False,0,19,0,13,0.22,71.16,60,0.0,0
1261,0.26,2995,36,9339.75,True,0,0,2,14,0.23,120.67,143,0.0,0
1262,0.1198,4500,36,5083.333333,True,0,6,0,10,0.2,149.42,145,0.0,0
1263,0.1564,8800,60,2151.0,False,0,0,0,2,0.11,212.32,134,0.0,1
1264,0.35,3000,36,6000.0,False,0,0,1,7,0.14,135.71,28,0.0,0
1265,0.1551,7000,60,7083.333333,False,0,1,0,14,0.15,168.41,7,0.0,0
1266,0.2489,15000,60,2000.0,True,1,1,0,14,0.64,439.3,214,0.0,1
1267,0.1768,15000,36,8200.0,True,0,0,0,5,0.15,539.88,210,0.0,0
1268,0.127,10000,36,2287.583333,False,0,0,0,5,0.3,330.0,192,0.0,1
1269,0.3199,4000,36,1316.666667,False,0,4,0,2,0.16,174.2,96,0.0,1
1270,0.16,3500,36,3709.333333,True,0,4,0,10,0.31,123.05,119,0.0,1
1271,0.092,2500,36,3333.333333,True,0,1,0,7,0.28,79.73,92,0.0,0
1273,0.1415,6500,36,4583.333333,False,0,1,0,7,0.13,222.63,165,0.0,0
1275,0.1153,15000,36,12083.333333,True,0,0,0,18,0.32,494.85,289,0.0,0
1276,0.261,3000,60,2083.333333,True,1,1,1,7,0.41,90.0,47,0.0,1
1277,0.153,4000,36,3750.0,True,0,9,0,6,0.13,139.25,71,0.0,1
1278,0.2405,5000,36,3083.333333,True,0,8,0,9,0.15,43.15,84,0.0,0
1279,0.2958,3500,36,1000.0,False,0,2,0,3,0.22,147.78,69,0.0,0
1280,0.0724,25000,36,9333.333333,False,0,0,0,8,0.16,774.67,376,0.0,0
1281,0.22,7500,36,2083.333333,False,0,0,0,7,0.44,257.61,192,0.0,0
1282,0.1938,3001,36,2500.0,True,1,4,4,9,0.08,110.58,26,0.0,0
1283,0.1999,2000,12,2811.0,False,0,0,0,5,0.33,185.26,33,0.0,0
1284,0.3285,1000,36,3583.333333,False,2,0,2,6,0.1,44.03,42,0.0,0
1285,0.23,4000,36,8333.416667,True,1,5,0,10,0.21,154.84,52,0.0,1
1286,0.0699,7650,36,6750.0,True,0,0,0,8,0.17,236.17,133,0.0,0
1287,0.236,7500,36,3250.0,False,0,1,0,1,0.13,292.67,344,0.0,0
