,age,annualincome,calldroprate,callfailurerate,monthlybilledamount,complaints,unpaidmonths,timetoexpiration,penaltytoswitch,lastmonthusage,unpaidbalance,outsidecalls,totalcallduration,avgcallduration,churn,customersuspended_Yes,education_High School or below,education_Master or equivalent,education_PhD or equivalent,gender_Male,homeowner_Yes,maritalstatus_Single,occupation_Others,occupation_Technology Related Job,usesinternetservice_Yes,usesvoiceservice_Yes
1431,41,242681,0.02,0.01,76,2,5,25,339,205,187,0.46,6228,778,0,1,0,1,0,0,0,1,1,0,0,0
1432,44,149854,0.03,0.01,0,2,5,95,105,385,8,0.6,3117,779,0,1,1,0,0,0,1,1,1,0,0,0
1433,26,205786,0.03,0.01,62,3,7,14,107,374,189,0.37,2166,361,1,1,0,0,0,1,1,0,0,0,0,0
1434,35,233573,0.0,0.03,4,0,2,66,14,137,67,0.36,5540,791,1,1,0,0,0,1,0,1,0,1,0,0
1435,50,23724,0.05,0.0,2,3,3,0,437,41,164,0.43,4798,799,0,1,0,0,0,0,1,1,1,0,0,1
1436,24,63295,0.0,0.02,20,1,3,22,83,14,179,0.23,6206,620,1,1,0,0,0,0,1,1,1,0,0,0
1437,55,146984,0.06,0.0,16,1,6,12,338,48,81,0.8,3716,619,0,1,0,1,0,0,0,0,0,1,0,1
1438,20,207011,0.02,0.01,44,2,3,89,284,121,76,0.79,4433,886,1,1,1,0,0,1,1,0,0,0,0,0
1439,28,151825,0.01,0.03,112,0,0,54,245,382,148,0.39,6127,875,1,1,1,0,0,0,0,0,1,0,0,0
1440,31,152359,0.03,0.02,80,3,5,68,86,155,205,0.14,1094,1094,1,1,1,0,0,0,1,0,0,0,0,0
1441,31,247058,0.02,0.01,53,0,0,15,356,260,157,0.45,4357,726,1,1,0,0,0,0,1,0,1,0,0,0
1442,53,245280,0.03,0.03,0,0,7,76,178,131,103,0.25,3621,905,0,1,1,0,0,0,1,0,0,0,0,0
1443,19,244312,0.07,0.03,74,1,1,69,58,19,186,0.99,4152,692,0,1,1,0,0,1,1,0,0,1,0,0
1444,28,157652,0.03,0.0,85,1,3,76,472,214,160,0.38,3111,388,0,1,1,0,0,0,1,1,1,0,0,0
1445,35,175317,0.03,0.03,104,2,5,86,40,415,145,0.59,6623,827,0,1,1,0,0,1,1,0,0,0,0,0
1446,16,136479,0.02,0.01,39,2,5,40,404,360,4,0.11,2828,404,0,1,1,0,0,0,1,0,0,0,0,0
1447,57,96111,0.03,0.01,106,0,5,71,112,424,61,0.33,2547,509,0,1,1,0,0,0,1,1,0,0,1,0
1448,12,110783,0.07,0.01,82,3,0,18,359,135,74,0.18,2696,449,1,0,1,0,0,1,1,1,0,1,0,0
1449,27,101592,0.07,0.02,71,2,5,11,171,19,33,0.99,415,415,1,1,1,0,0,0,1,0,1,0,0,0
1450,74,126821,0.05,0.0,83,0,6,72,495,355,128,0.03,1995,665,0,1,1,0,0,1,1,0,0,1,0,0
1451,27,179020,0.01,0.03,17,0,4,87,421,381,64,0.05,3372,562,1,1,1,0,0,1,1,1,1,0,0,0
1452,38,211847,0.07,0.02,7,3,0,66,444,401,244,0.3,6252,893,0,1,0,0,0,1,1,0,1,0,0,0
1453,16,234863,0.03,0.02,95,2,3,16,354,45,95,0.74,343,171,0,1,0,1,0,1,1,0,0,1,0,1
1454,67,138135,0.01,0.0,33,1,6,99,29,337,11,0.76,2106,421,0,1,0,1,0,1,1,0,0,1,0,0
1455,51,130446,0.0,0.0,36,2,5,13,302,106,195,0.57,3810,952,0,1,1,0,0,1,1,0,0,0,0,0
1456,48,134027,0.07,0.0,10,3,4,34,131,420,68,0.48,4678,779,1,1,1,0,0,1,1,1,0,0,0,0
1457,52,11641,0.02,0.03,78,2,5,50,493,369,100,0.12,3661,610,0,1,1,0,0,1,1,0,0,1,0,0
1458,22,245738,0.07,0.02,74,1,5,85,362,134,220,0.87,2095,698,1,1,1,0,0,1,1,0,1,0,0,0
1459,14,25332,0.02,0.03,37,2,7,6,209,414,236,0.75,4695,782,0,1,1,0,0,1,1,1,1,0,0,0
1460,55,236284,0.0,0.0,116,3,6,44,369,328,60,0.45,3302,471,1,1,0,0,0,1,1,1,1,0,0,0
1461,66,208844,0.02,0.03,94,1,3,51,89,24,53,0.69,2319,773,0,1,1,0,0,0,0,1,0,0,1,0
1462,75,61118,0.03,0.03,116,1,4,57,69,96,243,0.89,275,91,1,1,0,1,0,1,1,1,0,0,0,0
1463,18,118716,0.05,0.03,77,0,0,65,191,170,231,0.47,839,279,0,1,0,0,0,1,1,0,0,0,0,0
1464,30,117184,0.05,0.03,22,1,7,86,117,345,19,0.37,7814,781,1,1,0,0,0,0,1,0,0,1,0,0
1465,32,247503,0.01,0.02,69,2,7,16,87,431,145,0.01,6918,988,0,1,0,0,0,0,0,1,1,0,0,0
1466,13,202094,0.0,0.03,54,0,2,43,220,17,69,0.07,4428,1107,1,1,0,1,0,1,0,1,0,0,0,0
1467,28,48360,0.02,0.02,62,2,1,63,71,391,216,0.25,2835,472,1,1,0,0,0,1,0,0,0,0,0,1
1468,43,202940,0.07,0.02,74,2,4,47,246,199,20,0.68,3741,1247,0,1,1,0,0,0,1,1,0,0,0,0
1469,26,73417,0.06,0.0,63,0,5,64,423,76,72,0.01,5755,719,1,1,0,0,0,0,1,1,1,0,0,0
1470,44,186595,0.02,0.01,34,0,6,68,172,125,221,0.04,3401,850,1,1,0,0,1,0,1,0,1,0,0,0
1471,70,176731,0.06,0.0,46,0,2,94,390,198,50,0.42,5906,984,0,1,0,1,0,0,1,1,1,0,0,0
1472,67,78558,0.07,0.03,1,1,1,11,102,266,73,0.52,1032,1032,0,1,1,0,0,0,0,0,1,0,0,1
1473,77,19758,0.07,0.02,21,0,1,65,251,385,126,0.74,325,325,0,1,0,0,0,1,1,1,1,0,0,0
1474,35,128786,0.05,0.0,63,0,4,66,388,297,119,0.74,1725,862,1,1,1,0,0,0,0,0,1,0,0,0
1475,49,64264,0.06,0.0,99,3,6,7,161,348,177,0.39,2593,648,1,1,1,0,0,1,1,1,1,0,0,0
1476,24,102232,0.0,0.01,61,1,2,10,323,280,189,0.05,3432,686,0,1,0,0,0,1,1,1,1,0,0,0
1477,27,233461,0.03,0.03,57,3,0,38,497,372,239,0.07,3173,453,0,1,0,0,0,0,1,1,0,1,0,0
1478,52,38853,0.02,0.02,19,0,0,78,411,33,214,0.01,3472,578,0,1,1,0,0,0,1,0,1,0,0,0
1479,20,248161,0.04,0.01,9,1,0,88,440,78,79,0.21,583,583,1,1,1,0,0,0,1,1,0,0,0,0
1480,34,199125,0.06,0.0,7,2,0,96,307,190,105,0.83,4863,607,0,1,0,0,1,0,0,1,0,1,0,0
1481,28,75125,0.04,0.0,108,1,4,90,257,383,92,0.57,2544,636,1,1,0,0,0,1,1,1,0,0,0,0
1482,28,36634,0.03,0.02,83,3,4,3,248,287,71,0.32,1301,433,1,1,1,0,0,1,1,0,0,0,0,0
1483,24,245081,0.06,0.01,48,1,0,91,469,209,117,0.58,6785,969,0,1,1,0,0,1,0,1,1,0,0,0
1484,30,184653,0.02,0.01,16,1,0,11,228,124,159,0.55,4873,696,0,1,0,1,0,0,1,0,1,0,0,0
1485,58,157623,0.06,0.02,110,3,6,73,277,219,83,0.09,1304,260,1,1,0,0,0,1,1,1,0,0,0,0
1486,74,96652,0.05,0.0,119,0,3,27,159,474,98,0.06,2888,577,0,1,0,1,0,1,1,0,0,0,0,0
1487,34,212470,0.07,0.01,80,1,6,70,355,498,201,0.13,5094,727,1,1,0,1,0,1,1,1,0,0,0,0
1488,35,59251,0.07,0.01,79,2,1,27,322,143,40,0.62,3792,758,1,1,1,0,0,0,1,1,0,1,0,0
1489,20,184061,0.04,0.02,99,1,1,92,496,360,197,0.22,5249,749,1,1,1,0,0,1,1,0,1,0,0,0
1490,71,15602,0.02,0.03,46,0,2,20,432,471,239,0.73,6671,741,0,1,1,0,0,1,0,0,0,1,1,0
1491,39,103875,0.02,0.01,117,2,5,62,496,426,67,0.64,1758,879,1,1,1,0,0,0,0,1,0,0,0,0
1492,29,175423,0.01,0.03,6,2,6,71,350,403,243,0.9,3612,903,0,1,0,0,0,1,1,1,1,0,0,0
1493,14,201720,0.04,0.02,72,2,1,59,357,284,202,0.44,7139,1019,0,1,0,0,1,0,1,1,0,1,0,0
1494,21,203397,0.01,0.03,115,3,6,78,472,479,57,0.41,2684,447,1,1,0,0,1,0,0,0,1,0,0,0
1495,33,244634,0.05,0.03,118,0,4,12,278,316,48,0.11,3159,789,0,1,0,0,0,0,0,0,0,1,0,0
1496,75,71224,0.01,0.02,2,0,6,4,167,494,188,0.44,1556,778,0,1,1,0,0,1,1,0,0,0,0,0
1497,51,1965,0.02,0.01,51,1,3,10,384,478,196,0.91,7959,994,0,1,1,0,0,0,1,1,0,1,0,0
1498,49,148857,0.07,0.01,66,2,6,7,332,55,183,0.15,1708,569,0,1,1,0,0,0,0,0,0,0,0,0
1499,16,160805,0.06,0.01,113,0,6,68,271,244,73,0.86,2886,721,0,1,0,0,0,1,1,0,0,0,0,0
1500,46,159156,0.06,0.02,45,1,7,52,351,44,45,0.19,1254,1254,0,1,1,0,0,1,1,1,0,1,0,0
1501,18,105670,0.01,0.02,86,2,4,96,416,219,69,0.07,2039,679,0,1,1,0,0,1,1,0,0,0,0,0
1502,13,22075,0.05,0.01,54,1,4,83,18,341,136,0.76,1159,579,0,1,1,0,0,1,1,1,0,0,0,0
1503,65,92707,0.04,0.02,34,0,1,75,3,314,77,0.78,3023,604,0,1,0,0,0,1,1,0,0,0,1,0
1504,76,94674,0.0,0.01,81,2,0,25,313,201,229,0.29,2935,489,1,1,0,0,0,1,1,0,1,0,0,0
1505,37,184173,0.07,0.0,13,3,7,42,54,403,194,0.61,4203,1050,1,1,0,0,0,1,1,1,1,0,0,0
1506,27,205357,0.04,0.0,83,1,6,8,117,367,149,0.04,5339,889,1,1,1,0,0,0,1,1,0,0,0,0
1507,67,200076,0.01,0.01,16,1,7,8,184,138,73,0.85,6214,887,0,1,1,0,0,1,1,1,0,0,0,1
1508,30,116738,0.06,0.03,6,3,0,85,386,175,31,0.8,4543,757,0,1,0,1,0,1,1,0,0,1,0,0
1509,74,185822,0.07,0.03,81,1,6,58,474,103,222,0.28,3084,771,0,1,0,1,0,1,1,0,0,1,0,0
1510,62,198133,0.07,0.03,85,3,5,73,281,415,180,0.45,5443,907,1,0,0,0,0,1,1,1,0,0,0,0
1511,15,51887,0.01,0.0,73,3,5,39,232,153,247,0.35,5446,680,1,1,1,0,0,0,1,1,1,0,0,0
1512,21,25444,0.07,0.03,105,2,1,33,225,179,64,0.05,3915,978,1,1,1,0,0,1,1,1,1,0,0,0
1513,18,157207,0.06,0.01,102,2,0,52,200,266,2,0.71,4324,617,1,1,0,1,0,0,1,1,0,0,0,1
1514,66,77220,0.03,0.03,72,2,3,8,408,254,108,0.81,6551,727,0,1,0,1,0,0,1,1,1,0,0,0
1515,49,31154,0.0,0.02,31,0,1,40,148,415,179,0.57,2330,466,0,1,1,0,0,1,0,0,1,0,0,0
1516,53,46518,0.03,0.02,54,2,0,27,190,323,102,0.99,6431,803,0,1,1,0,0,0,1,0,0,1,0,0
1517,35,109467,0.0,0.03,83,3,6,75,154,341,206,0.79,2222,555,1,1,0,1,0,0,0,1,0,1,0,0
1518,39,65830,0.0,0.03,108,3,4,76,218,1,35,0.96,4117,823,1,1,0,1,0,1,1,1,0,0,0,0
1519,17,171802,0.01,0.0,32,3,7,17,332,484,244,0.54,1706,568,1,1,0,1,0,1,1,0,0,1,0,0
1520,57,57174,0.03,0.03,65,0,6,82,371,158,52,0.51,4321,720,0,1,1,0,0,0,1,0,0,0,0,0
1521,24,236166,0.04,0.02,36,1,7,52,105,8,83,0.08,5940,990,0,1,0,0,1,0,1,1,0,1,1,0
1522,46,185922,0.0,0.0,90,0,2,79,37,36,170,0.51,6780,847,0,1,1,0,0,1,1,0,1,0,0,0
1523,54,433,0.04,0.03,29,2,6,8,270,375,64,0.71,203,203,0,1,0,0,0,0,1,1,0,0,0,0
1524,37,145236,0.07,0.02,92,3,7,53,313,136,185,0.79,7458,1243,0,1,1,0,0,0,0,1,1,0,0,0
1525,57,57473,0.01,0.03,27,2,1,88,144,14,236,0.42,2790,558,0,1,0,1,0,1,1,0,1,0,0,0
1526,52,109133,0.05,0.01,101,2,4,24,480,213,215,0.61,6151,768,0,1,1,0,0,1,1,1,0,1,0,0
1527,40,123510,0.06,0.01,95,2,5,54,244,401,112,0.74,37,37,0,1,0,0,0,0,1,0,0,0,0,0
1528,18,164225,0.05,0.02,68,2,5,81,162,296,175,0.75,317,317,0,1,1,0,0,0,1,1,0,0,0,0
1529,21,61869,0.0,0.0,20,1,0,6,279,399,145,0.35,1834,611,1,1,0,0,0,1,1,1,0,0,0,0
1530,31,47274,0.03,0.03,57,1,4,63,188,459,73,0.62,6209,887,0,1,1,0,0,0,1,1,1,0,0,0
1531,26,221572,0.01,0.0,106,3,0,86,474,290,92,0.25,2248,749,1,1,0,1,0,1,0,0,0,0,0,0
1532,61,223578,0.05,0.0,119,3,1,91,15,59,39,0.31,2650,662,1,1,0,0,0,0,1,0,0,0,0,0
1533,15,126075,0.06,0.02,71,1,0,88,33,106,125,0.66,5043,630,1,1,1,0,0,0,1,0,0,1,0,0
1534,26,151291,0.07,0.01,25,1,3,41,404,109,90,0.65,1728,864,0,1,0,0,0,1,1,1,0,0,0,0
1535,31,68213,0.02,0.01,10,2,4,68,147,119,186,0.95,2697,539,0,1,1,0,0,1,1,1,1,0,0,0
1536,77,47861,0.05,0.01,115,2,3,95,131,390,216,0.77,2653,530,0,1,1,0,0,1,1,0,1,0,0,0
1537,32,51981,0.04,0.02,70,0,4,95,49,32,46,0.51,3809,761,0,1,0,1,0,1,1,1,1,0,0,0
1538,20,132078,0.0,0.03,67,0,6,34,480,142,25,0.0,4954,825,0,1,0,1,0,0,0,0,1,0,0,0
1539,17,105506,0.0,0.03,115,1,1,5,215,240,67,0.17,3496,699,1,1,0,0,0,0,1,1,1,0,0,1
1540,13,224800,0.02,0.02,35,2,1,57,363,196,188,0.44,111,55,0,1,0,0,0,1,1,1,0,0,1,1
1541,38,67825,0.06,0.01,63,1,7,73,306,439,102,0.96,3636,909,1,1,0,0,0,1,1,1,0,1,0,0
1542,28,111698,0.05,0.01,77,1,7,58,270,418,228,0.53,4961,708,0,1,0,0,0,1,1,0,1,0,0,0
1543,46,64849,0.05,0.03,91,3,4,83,186,335,158,0.74,7065,883,0,1,1,0,0,0,1,0,0,1,0,0
1544,32,144484,0.01,0.0,35,3,7,27,145,111,202,0.44,317,317,0,1,1,0,0,0,0,1,0,0,0,0
1545,26,21489,0.04,0.01,29,2,1,29,33,132,74,0.51,227,113,1,1,0,0,0,0,1,1,0,1,0,0
1546,18,143732,0.04,0.0,12,3,4,77,435,307,49,0.98,2340,585,1,1,1,0,0,0,0,1,0,0,0,0
1547,43,61429,0.06,0.02,16,1,5,70,294,283,57,0.86,5305,884,0,1,0,0,0,1,1,1,0,1,0,0
1548,77,30608,0.01,0.01,5,3,6,18,353,310,243,0.76,7158,715,1,1,0,0,0,1,0,1,0,1,0,1
1549,74,39586,0.04,0.01,93,1,0,55,420,450,87,0.33,2962,423,0,1,0,1,0,1,1,0,1,0,0,0
1550,50,158533,0.06,0.03,93,3,0,48,441,447,88,0.36,330,330,1,1,1,0,0,1,1,1,0,1,0,0
1551,20,142630,0.04,0.02,89,1,0,82,310,211,208,0.12,384,384,0,1,1,0,0,1,1,1,1,0,0,0
1552,74,10010,0.04,0.01,80,3,1,7,274,56,100,0.58,6590,732,1,1,0,0,0,1,0,1,0,0,0,0
1553,23,155318,0.04,0.01,15,0,1,63,464,94,201,0.13,1200,1200,1,1,1,0,0,1,1,1,0,0,0,0
1554,74,75713,0.06,0.02,46,2,3,22,201,314,235,0.72,428,428,1,1,0,1,0,0,0,0,0,1,0,0
1555,25,248337,0.03,0.02,32,2,3,13,160,282,217,0.57,8111,675,1,1,0,0,1,1,1,1,0,0,0,0
1556,55,137770,0.06,0.02,43,3,3,68,202,491,113,0.39,1223,611,0,1,1,0,0,1,1,1,0,1,0,0
1557,40,166280,0.03,0.02,33,1,4,66,124,62,65,0.54,1002,1002,0,1,1,0,0,0,1,0,0,0,0,0
1558,33,16448,0.02,0.02,67,1,4,24,458,153,190,0.34,4140,690,0,1,0,1,0,0,1,0,0,1,0,0
1559,17,212805,0.03,0.03,62,2,0,21,28,126,192,0.31,6999,777,1,1,0,0,0,0,1,1,0,0,0,0
1560,62,84263,0.05,0.02,68,1,1,30,236,169,120,0.86,5619,802,0,1,1,0,0,1,1,0,1,0,1,1
1561,17,57356,0.0,0.02,100,3,6,72,338,416,90,0.95,947,473,1,1,0,0,0,0,1,1,0,1,0,0
1562,23,216086,0.02,0.02,42,3,0,58,126,362,51,0.41,8185,909,0,1,0,0,0,0,1,0,0,1,0,0
1563,71,200627,0.05,0.03,21,0,3,16,268,75,79,0.84,567,567,0,1,1,0,0,0,0,1,1,0,0,0
1564,21,207230,0.06,0.01,13,2,6,2,112,374,2,0.39,1225,1225,1,1,1,0,0,1,1,0,1,0,0,0
1565,49,215005,0.0,0.02,48,3,0,23,490,485,56,0.86,2216,554,1,1,1,0,0,0,0,1,0,1,0,0
1566,24,91252,0.05,0.01,59,2,0,56,4,204,216,0.6,5951,850,1,1,1,0,0,0,1,1,1,0,1,1
1567,61,232346,0.05,0.02,77,3,5,35,419,444,18,0.15,1922,640,1,1,0,0,0,1,1,0,0,0,0,0
1568,69,53630,0.04,0.01,18,3,3,11,468,232,74,0.18,4533,566,0,1,1,0,0,1,1,0,0,1,0,1
1569,38,138105,0.01,0.0,25,3,4,19,375,119,104,0.57,2953,590,0,1,0,0,0,0,1,1,0,1,0,0
1570,65,200880,0.04,0.03,97,1,0,97,37,378,231,0.81,3663,732,1,1,0,0,0,1,1,0,1,0,0,0
1571,51,36640,0.0,0.0,95,1,1,68,495,342,220,0.4,2302,767,0,1,1,0,0,0,1,0,0,1,0,1
1572,29,9124,0.04,0.03,60,0,7,69,58,268,23,0.53,2497,499,1,1,0,1,0,1,1,0,0,0,1,0
1573,32,239611,0.05,0.0,107,2,3,80,404,223,194,0.08,4395,488,0,1,0,1,0,1,1,1,1,0,0,0
1574,66,20285,0.01,0.01,63,3,5,36,386,381,203,0.51,977,977,0,1,0,0,0,0,1,0,1,0,0,1
1575,75,233690,0.02,0.03,51,3,5,81,319,234,213,0.83,3049,508,1,1,0,0,0,0,1,0,1,0,0,1
1576,15,213608,0.05,0.01,23,2,1,10,381,366,100,0.27,2400,600,1,1,0,1,0,1,1,0,1,0,0,0
1577,76,5391,0.06,0.01,19,1,6,88,23,84,197,0.87,4250,708,0,1,1,0,0,0,1,0,0,1,0,0
1578,78,183861,0.02,0.0,80,0,1,51,369,493,50,0.74,1797,599,0,1,1,0,0,0,1,1,0,0,0,0
1579,47,137788,0.01,0.03,113,2,6,41,402,377,141,0.52,4075,1018,0,1,1,0,0,0,1,1,0,1,0,0
1580,49,107854,0.06,0.02,35,3,5,4,135,414,235,0.39,5938,742,1,1,1,0,0,1,1,1,0,1,0,0
1581,52,58917,0.04,0.03,97,1,0,76,148,15,48,0.44,883,883,0,0,0,0,0,1,1,0,0,1,0,0
1582,74,202053,0.05,0.02,21,0,6,32,72,190,113,0.72,2243,1121,0,1,1,0,0,0,0,0,0,1,0,0
1583,35,198322,0.03,0.03,46,2,6,6,454,450,198,0.87,2851,712,0,1,0,0,0,0,1,1,1,0,0,0
1584,36,218087,0.0,0.0,42,1,4,98,420,76,98,0.39,4203,840,0,1,0,0,0,0,1,1,0,0,0,0
1585,47,192657,0.01,0.0,12,3,3,97,469,375,107,0.88,3526,503,1,1,0,0,0,0,0,1,1,0,0,0
1586,13,100395,0.04,0.02,32,3,2,61,230,45,143,0.96,1941,647,0,1,1,0,0,1,1,0,0,1,0,0
1587,77,247498,0.03,0.03,57,1,2,51,340,376,245,0.94,5325,591,0,1,0,0,0,1,1,0,0,1,0,0
1588,39,5509,0.02,0.03,98,3,6,81,287,404,174,0.24,4857,539,1,1,1,0,0,0,1,0,0,0,0,0
1589,28,18337,0.04,0.02,33,2,3,14,194,325,241,0.93,3794,758,1,1,0,0,0,1,1,1,0,1,0,0
1590,32,15,0.01,0.03,75,3,0,32,274,477,72,0.53,3557,889,1,1,0,0,1,1,1,0,1,0,0,0
1591,35,81511,0.03,0.0,44,1,1,41,233,151,170,0.42,1955,325,0,1,1,0,0,0,1,0,1,0,0,0
1592,33,5467,0.07,0.02,65,2,2,70,139,77,217,0.9,3310,662,1,1,1,0,0,1,1,1,0,1,0,1
1593,61,2410,0.07,0.0,34,1,6,33,157,426,103,0.58,3011,602,0,1,1,0,0,1,1,0,0,0,0,0
1594,73,207135,0.02,0.02,16,1,7,47,295,496,202,0.24,3302,825,1,1,0,0,0,1,1,0,1,0,1,0
1595,18,196889,0.03,0.03,1,2,1,47,444,59,184,0.01,3216,643,0,1,1,0,0,0,1,1,1,0,0,0
1596,55,221618,0.02,0.03,31,1,1,62,369,171,197,0.67,566,566,0,1,0,0,0,1,0,0,0,0,0,0
1597,69,2522,0.05,0.03,101,1,0,61,173,191,181,0.87,3378,675,0,1,1,0,0,0,0,0,0,1,0,0
1598,75,73289,0.02,0.03,112,2,0,18,123,370,127,0.39,4398,879,0,1,0,1,0,1,0,1,1,0,0,0
1599,68,141391,0.06,0.01,17,2,1,22,220,410,111,0.75,2726,1363,0,1,0,0,0,1,0,0,1,0,0,0
1600,69,155476,0.01,0.02,94,0,0,88,418,19,54,0.94,4824,804,0,1,0,1,0,0,1,0,0,1,0,0
1601,44,61000,0.0,0.01,37,3,5,64,305,276,16,0.52,707,707,1,1,1,0,0,0,1,1,0,1,0,0
1602,51,36341,0.02,0.0,14,3,7,62,223,486,36,0.5,1156,1156,1,1,0,0,0,1,0,0,1,0,0,0
1603,13,52098,0.03,0.01,83,0,2,32,395,407,112,0.08,4604,767,0,1,1,0,0,0,1,0,1,0,0,0
1604,34,191532,0.0,0.03,7,0,6,65,396,338,88,0.8,1973,657,1,1,0,1,0,0,1,1,0,0,0,0
1605,25,170463,0.03,0.02,70,2,5,36,179,249,199,0.94,4995,713,0,1,0,0,0,0,1,0,0,0,0,0
1606,28,180657,0.04,0.03,27,1,5,96,387,250,212,0.66,2326,775,1,1,0,0,0,0,1,0,1,0,0,0
1607,67,246906,0.05,0.01,19,1,2,32,108,113,34,0.61,2737,391,0,1,1,0,0,0,1,0,0,1,0,0
1608,76,244094,0.05,0.02,18,3,2,33,190,488,92,0.28,2648,662,1,1,0,0,0,1,1,0,1,0,0,0
1609,32,62533,0.0,0.01,92,1,6,43,378,101,229,0.62,1264,1264,1,1,1,0,0,0,0,1,1,0,0,0
1610,52,52198,0.04,0.02,92,3,6,52,458,340,60,0.31,442,442,0,1,0,1,0,1,1,0,0,1,0,0
1611,39,237809,0.07,0.03,92,2,1,3,278,153,212,0.67,4265,710,0,1,1,0,0,0,1,1,1,0,0,0
1612,37,223556,0.06,0.02,70,1,5,31,26,340,191,0.99,4874,609,0,1,1,0,0,0,1,1,1,0,0,0
1613,16,64504,0.06,0.0,84,3,0,2,18,98,119,0.41,3872,553,1,1,0,0,1,1,0,0,1,0,0,0
1614,12,235633,0.04,0.01,102,0,7,16,223,457,107,0.23,169,169,0,1,1,0,0,0,1,0,1,0,0,0
1615,48,113088,0.0,0.02,57,2,4,29,172,260,205,0.15,4524,646,0,1,0,0,0,0,0,1,0,0,0,0
1616,53,4939,0.02,0.02,110,1,2,22,45,359,59,0.23,4000,666,0,1,0,0,0,0,1,1,0,0,1,0
1617,61,157859,0.02,0.0,116,0,0,81,346,136,206,0.93,7467,746,1,1,1,0,0,0,1,0,1,0,0,0
1618,26,95547,0.01,0.03,10,0,7,77,116,434,96,0.39,2505,501,1,1,0,1,0,1,1,1,1,0,0,0
1619,51,36341,0.02,0.0,14,3,7,62,223,486,36,0.5,2723,680,1,1,0,0,0,1,0,0,1,0,0,0
1620,30,155675,0.06,0.01,47,3,7,74,126,441,40,0.61,2998,999,1,1,0,0,1,0,1,1,1,0,0,0
1621,69,10861,0.07,0.01,80,3,4,98,88,70,120,0.37,3740,748,0,1,0,0,0,1,0,0,0,1,0,1
1622,20,39593,0.03,0.01,18,1,1,97,126,227,67,0.31,5116,730,0,1,1,0,0,0,0,1,0,0,0,0
1623,12,198316,0.06,0.0,34,0,1,41,207,396,48,0.79,2717,543,0,1,0,1,0,1,1,1,1,0,1,0
1624,34,44997,0.07,0.01,57,1,5,56,70,329,19,0.94,3204,400,1,1,1,0,0,0,1,1,1,0,0,0
1625,33,4294,0.04,0.01,108,0,7,58,146,43,5,0.09,2912,485,1,1,1,0,0,0,0,1,1,0,0,0
1626,26,125401,0.02,0.03,95,2,0,21,439,295,243,0.23,2000,666,1,1,0,1,0,1,1,1,0,0,0,0
1627,29,118341,0.07,0.01,62,3,3,4,369,215,34,0.94,4746,527,0,1,1,0,0,1,1,1,0,0,0,0
1628,12,105776,0.0,0.02,108,2,5,81,226,207,167,0.39,3301,660,0,1,0,0,0,0,1,1,1,0,0,0
1629,42,29047,0.05,0.01,8,1,4,14,43,212,34,0.27,7379,737,0,1,0,0,0,0,1,1,0,1,0,1
1630,39,120999,0.06,0.0,89,1,4,38,56,354,185,0.22,4830,966,0,1,1,0,0,0,0,0,0,0,0,0
1631,34,202382,0.03,0.02,111,3,3,18,498,263,205,0.82,1023,255,0,1,0,1,0,0,1,1,0,0,1,0
1632,26,239570,0.02,0.0,74,2,7,70,255,396,237,0.73,1737,868,0,1,1,0,0,0,0,1,0,0,0,0
1633,42,237599,0.04,0.01,82,0,4,10,115,399,97,0.94,2141,713,0,0,1,0,0,0,0,0,0,1,0,0
1634,26,10954,0.01,0.02,43,2,6,76,445,227,89,0.63,3384,564,0,1,0,1,0,0,1,0,0,0,0,0
1635,42,140553,0.0,0.0,75,3,4,37,360,227,220,0.02,1914,957,1,1,1,0,0,1,1,0,0,1,0,0
1636,57,195370,0.02,0.0,37,0,3,54,283,288,181,0.86,4889,977,0,1,1,0,0,0,1,1,0,1,0,0
1637,57,241900,0.0,0.03,78,3,4,73,434,406,207,0.71,4828,804,0,1,1,0,0,0,1,1,1,0,0,0
1638,18,14359,0.0,0.01,115,2,2,72,54,337,73,0.18,1571,392,1,1,1,0,0,0,0,1,0,0,0,0
1639,76,125142,0.05,0.01,6,0,5,75,422,437,192,0.17,3675,612,0,1,0,0,0,0,0,0,1,0,0,0
1640,28,66934,0.02,0.03,64,3,5,48,302,319,207,0.73,4962,620,1,1,1,0,0,1,1,1,0,1,0,1
1641,28,41342,0.04,0.01,96,2,4,34,109,360,44,0.21,3299,824,0,1,1,0,0,0,0,0,0,0,0,0
1642,66,119990,0.07,0.03,11,1,2,20,288,415,62,0.61,1882,627,0,1,1,0,0,0,1,0,1,0,0,0
1643,62,178069,0.05,0.02,8,2,5,75,43,433,95,0.03,4111,822,0,1,1,0,0,1,1,1,0,0,0,0
1644,44,23384,0.04,0.0,7,1,5,84,17,359,24,0.18,3917,652,0,1,1,0,0,0,1,0,0,1,1,0
1645,46,28424,0.05,0.02,56,3,5,11,133,115,76,0.44,5098,1019,1,1,0,0,0,0,1,0,0,0,0,0
1646,36,94873,0.05,0.0,33,1,6,10,22,123,214,0.96,6645,738,0,1,0,0,0,0,1,0,0,1,0,0
1647,77,181349,0.02,0.03,74,3,0,35,182,447,123,0.23,4483,896,1,1,0,0,0,0,1,1,0,0,0,0
1648,27,127037,0.05,0.0,105,3,1,30,405,163,142,0.84,4870,811,0,1,1,0,0,0,0,1,1,0,0,0
1649,57,166092,0.0,0.0,106,1,7,11,409,249,128,0.02,3204,801,0,1,0,0,0,1,1,1,0,1,1,1
