"gender","wave","match","attr1_1","sinc1_1","intel1_1","fun1_1"
0,4,1,10,10,30,20
0,4,0,10,10,30,20
0,4,1,10,10,30,20
0,4,0,10,10,30,20
0,4,1,10,10,30,20
0,4,1,10,10,30,20
0,4,0,10,10,30,20
0,4,1,15,20,20,20
0,4,0,15,20,20,20
0,4,0,15,20,20,20
0,4,1,15,20,20,20
0,4,1,15,20,20,20
0,4,1,15,20,20,20
0,4,0,15,20,20,20
0,4,0,15,20,20,20
0,4,0,15,20,20,20
0,4,0,15,20,20,20
0,4,0,15,20,20,20
0,4,1,15,20,20,20
0,4,0,15,20,20,20
0,4,1,15,20,20,20
0,4,0,15,20,20,20
0,4,0,15,20,20,20
0,4,0,15,20,20,20
0,4,0,15,20,20,20
0,4,0,10,25,20,10
0,4,0,10,25,20,10
0,4,0,10,25,20,10
0,4,0,10,25,20,10
0,4,0,10,25,20,10
0,4,0,10,25,20,10
0,4,0,10,25,20,10
0,4,0,10,25,20,10
0,4,0,10,25,20,10
0,4,0,10,25,20,10
0,4,0,10,25,20,10
0,4,0,10,25,20,10
0,4,1,10,25,20,10
0,4,1,10,25,20,10
0,4,0,10,25,20,10
0,4,1,10,25,20,10
0,4,0,10,25,20,10
0,4,0,10,25,20,10
0,4,0,10,20,15,20
0,4,0,10,20,15,20
0,4,0,10,20,15,20
0,4,0,10,20,15,20
0,4,0,10,20,15,20
0,4,0,10,20,15,20
0,4,0,10,20,15,20
0,4,0,10,20,15,20
0,4,0,10,20,15,20
0,4,0,10,20,15,20
0,4,1,10,20,15,20
0,4,0,10,20,15,20
0,4,0,10,20,15,20
0,4,1,10,20,15,20
0,4,1,10,20,15,20
0,4,0,10,20,15,20
0,4,0,10,20,15,20
0,4,0,10,20,15,20
0,4,0,10,20,20,10
0,4,0,10,20,20,10
0,4,0,10,20,20,10
0,4,0,10,20,20,10
0,4,0,10,20,20,10
0,4,0,10,20,20,10
0,4,0,10,20,20,10
0,4,0,10,20,20,10
0,4,1,10,20,20,10
0,4,0,10,20,20,10
0,4,0,10,20,20,10
0,4,1,10,20,20,10
0,4,0,10,20,20,10
0,4,0,10,20,20,10
0,4,0,10,20,20,10
0,4,1,10,20,20,10
0,4,0,10,20,20,10
0,4,0,10,20,20,10
0,4,0,10,10,20,20
0,4,0,10,10,20,20
0,4,0,10,10,20,20
0,4,0,10,10,20,20
0,4,0,10,10,20,20
0,4,1,10,10,20,20
0,4,0,10,10,20,20
0,4,0,10,10,20,20
0,4,0,10,10,20,20
0,4,0,10,10,20,20
0,4,1,10,10,20,20
0,4,0,10,10,20,20
0,4,0,10,10,20,20
0,4,0,10,10,20,20
0,4,1,10,10,20,20
0,4,0,10,10,20,20
0,4,0,10,10,20,20
0,4,0,10,10,20,20
0,4,1,20,20,20,20
0,4,0,20,20,20,20
0,4,0,20,20,20,20
0,4,0,20,20,20,20
0,4,0,20,20,20,20
0,4,1,20,20,20,20
0,4,0,20,20,20,20
0,4,0,20,20,20,20
0,4,0,20,20,20,20
0,4,0,20,20,20,20
0,4,0,20,20,20,20
0,4,1,20,20,20,20
0,4,0,20,20,20,20
0,4,1,20,20,20,20
0,4,0,20,20,20,20
0,4,1,20,20,20,20
0,4,0,20,20,20,20
0,4,0,20,20,20,20
0,4,0,10,32,20,12
0,4,0,10,32,20,12
0,4,0,10,32,20,12
0,4,0,10,32,20,12
0,4,0,10,32,20,12
0,4,1,10,32,20,12
0,4,0,10,32,20,12
0,4,0,10,32,20,12
0,4,0,10,32,20,12
0,4,0,10,32,20,12
0,4,0,10,32,20,12
0,4,0,10,32,20,12
0,4,0,10,32,20,12
0,4,1,10,32,20,12
0,4,0,10,32,20,12
0,4,0,10,32,20,12
0,4,0,10,32,20,12
0,4,0,10,32,20,12
0,4,0,30,30,30,5
0,4,0,30,30,30,5
0,4,0,30,30,30,5
0,4,0,30,30,30,5
0,4,0,30,30,30,5
0,4,0,30,30,30,5
0,4,0,30,30,30,5
0,4,0,30,30,30,5
0,4,0,30,30,30,5
0,4,0,30,30,30,5
0,4,0,30,30,30,5
0,4,1,30,30,30,5
0,4,0,30,30,30,5
0,4,0,30,30,30,5
0,4,1,30,30,30,5
0,4,0,30,30,30,5
0,4,0,30,30,30,5
0,4,0,30,30,30,5
0,4,0,20,25,15,15
0,4,0,20,25,15,15
0,4,0,20,25,15,15
0,4,0,20,25,15,15
0,4,0,20,25,15,15
0,4,0,20,25,15,15
0,4,0,20,25,15,15
0,4,0,20,25,15,15
0,4,0,20,25,15,15
0,4,0,20,25,15,15
0,4,0,20,25,15,15
0,4,0,20,25,15,15
0,4,0,20,25,15,15
0,4,1,20,25,15,15
0,4,0,20,25,15,15
0,4,0,20,25,15,15
0,4,0,20,25,15,15
0,4,0,20,25,15,15
0,4,0,15,20,20,20
0,4,0,15,20,20,20
0,4,0,15,20,20,20
0,4,1,15,20,20,20
0,4,0,15,20,20,20
0,4,0,15,20,20,20
0,4,1,15,20,20,20
0,4,0,15,20,20,20
0,4,0,15,20,20,20
0,4,0,15,20,20,20
0,4,1,15,20,20,20
0,4,1,15,20,20,20
0,4,0,15,20,20,20
0,4,1,15,20,20,20
0,4,1,15,20,20,20
0,4,1,15,20,20,20
0,4,1,15,20,20,20
0,4,0,15,20,20,20
0,4,0,15,15,20,15
0,4,0,15,15,20,15
0,4,0,15,15,20,15
0,4,0,15,15,20,15
0,4,0,15,15,20,15
0,4,1,15,15,20,15
0,4,0,15,15,20,15
0,4,0,15,15,20,15
0,4,0,15,15,20,15
0,4,0,15,15,20,15
0,4,0,15,15,20,15
0,4,0,15,15,20,15
0,4,0,15,15,20,15
0,4,1,15,15,20,15
0,4,0,15,15,20,15
0,4,0,15,15,20,15
0,4,0,15,15,20,15
0,4,0,15,15,20,15
0,4,0,15,15,20,15
0,4,0,15,15,20,15
0,4,0,15,15,20,15
0,4,0,15,15,20,15
0,4,0,15,15,20,15
0,4,0,15,15,20,15
0,4,0,15,15,20,15
0,4,0,15,15,20,15
0,4,0,15,15,20,15
0,4,0,15,15,20,15
0,4,0,15,15,20,15
0,4,0,15,15,20,15
0,4,0,15,15,20,15
0,4,0,15,15,20,15
0,4,0,15,15,20,15
0,4,0,15,15,20,15
0,4,0,15,15,20,15
0,4,0,15,15,20,15
0,4,0,25,15,20,20
0,4,0,25,15,20,20
0,4,0,25,15,20,20
0,4,0,25,15,20,20
0,4,0,25,15,20,20
0,4,1,25,15,20,20
0,4,0,25,15,20,20
0,4,0,25,15,20,20
0,4,0,25,15,20,20
0,4,0,25,15,20,20
0,4,1,25,15,20,20
0,4,0,25,15,20,20
0,4,0,25,15,20,20
0,4,0,25,15,20,20
0,4,0,25,15,20,20
0,4,0,25,15,20,20
0,4,0,25,15,20,20
0,4,0,25,15,20,20
0,4,0,15,21,18,18
0,4,0,15,21,18,18
0,4,0,15,21,18,18
0,4,0,15,21,18,18
0,4,0,15,21,18,18
0,4,0,15,21,18,18
0,4,0,15,21,18,18
0,4,0,15,21,18,18
0,4,0,15,21,18,18
0,4,0,15,21,18,18
0,4,0,15,21,18,18
0,4,0,15,21,18,18
0,4,0,15,21,18,18
0,4,0,15,21,18,18
0,4,0,15,21,18,18
0,4,1,15,21,18,18
0,4,0,15,21,18,18
0,4,0,15,21,18,18
0,4,0,15,3,50,20
0,4,0,15,3,50,20
0,4,0,15,3,50,20
0,4,1,15,3,50,20
0,4,0,15,3,50,20
0,4,1,15,3,50,20
0,4,0,15,3,50,20
0,4,0,15,3,50,20
0,4,0,15,3,50,20
0,4,1,15,3,50,20
0,4,0,15,3,50,20
0,4,1,15,3,50,20
0,4,1,15,3,50,20
0,4,1,15,3,50,20
0,4,0,15,3,50,20
0,4,1,15,3,50,20
0,4,1,15,3,50,20
0,4,0,15,3,50,20
0,4,0,10,20,20,20
0,4,0,10,20,20,20
0,4,0,10,20,20,20
0,4,1,10,20,20,20
0,4,1,10,20,20,20
0,4,1,10,20,20,20
0,4,0,10,20,20,20
0,4,0,10,20,20,20
0,4,0,10,20,20,20
0,4,0,10,20,20,20
0,4,0,10,20,20,20
0,4,1,10,20,20,20
0,4,0,10,20,20,20
0,4,1,10,20,20,20
0,4,0,10,20,20,20
0,4,1,10,20,20,20
0,4,1,10,20,20,20
0,4,0,10,20,20,20
0,4,0,14,20,18,24
0,4,1,14,20,18,24
0,4,0,14,20,18,24
0,4,1,14,20,18,24
0,4,0,14,20,18,24
0,4,0,14,20,18,24
0,4,1,14,20,18,24
0,4,0,14,20,18,24
0,4,0,14,20,18,24
0,4,0,14,20,18,24
0,4,1,14,20,18,24
0,4,0,14,20,18,24
0,4,0,14,20,18,24
0,4,0,14,20,18,24
0,4,0,14,20,18,24
0,4,0,14,20,18,24
0,4,0,14,20,18,24
0,4,0,14,20,18,24
1,4,1,20,20,20,10
1,4,1,20,20,20,10
1,4,0,20,20,20,10
1,4,0,20,20,20,10
1,4,0,20,20,20,10
1,4,0,20,20,20,10
1,4,1,20,20,20,10
1,4,0,20,20,20,10
1,4,0,20,20,20,10
1,4,0,20,20,20,10
1,4,0,20,20,20,10
1,4,0,20,20,20,10
1,4,0,20,20,20,10
1,4,0,20,20,20,10
1,4,0,20,20,20,10
1,4,0,20,20,20,10
1,4,0,20,20,20,10
1,4,0,20,20,20,10
1,4,0,18,18,18,19
1,4,0,18,18,18,19
1,4,0,18,18,18,19
1,4,0,18,18,18,19
1,4,0,18,18,18,19
1,4,0,18,18,18,19
1,4,0,18,18,18,19
1,4,0,18,18,18,19
1,4,0,18,18,18,19
1,4,0,18,18,18,19
1,4,0,18,18,18,19
1,4,0,18,18,18,19
1,4,0,18,18,18,19
1,4,0,18,18,18,19
1,4,0,18,18,18,19
1,4,0,18,18,18,19
1,4,0,18,18,18,19
1,4,1,18,18,18,19
1,4,0,10,20,20,22
1,4,0,10,20,20,22
1,4,0,10,20,20,22
1,4,0,10,20,20,22
1,4,0,10,20,20,22
1,4,0,10,20,20,22
1,4,0,10,20,20,22
1,4,0,10,20,20,22
1,4,0,10,20,20,22
1,4,0,10,20,20,22
1,4,0,10,20,20,22
1,4,0,10,20,20,22
1,4,0,10,20,20,22
1,4,0,10,20,20,22
1,4,0,10,20,20,22
1,4,0,10,20,20,22
1,4,0,10,20,20,22
1,4,0,10,20,20,22
1,4,0,50,7,20,23
1,4,1,50,7,20,23
1,4,0,50,7,20,23
1,4,0,50,7,20,23
1,4,0,50,7,20,23
1,4,0,50,7,20,23
1,4,0,50,7,20,23
1,4,0,50,7,20,23
1,4,0,50,7,20,23
1,4,0,50,7,20,23
1,4,1,50,7,20,23
1,4,0,50,7,20,23
1,4,0,50,7,20,23
1,4,0,50,7,20,23
1,4,0,50,7,20,23
1,4,1,50,7,20,23
1,4,1,50,7,20,23
1,4,1,50,7,20,23
1,4,0,40,20,15,20
1,4,1,40,20,15,20
1,4,0,40,20,15,20
1,4,0,40,20,15,20
1,4,0,40,20,15,20
1,4,0,40,20,15,20
1,4,0,40,20,15,20
1,4,0,40,20,15,20
1,4,0,40,20,15,20
1,4,0,40,20,15,20
1,4,0,40,20,15,20
1,4,0,40,20,15,20
1,4,0,40,20,15,20
1,4,0,40,20,15,20
1,4,0,40,20,15,20
1,4,0,40,20,15,20
1,4,1,40,20,15,20
1,4,0,40,20,15,20
1,4,0,30,30,20,10
1,4,1,30,30,20,10
1,4,0,30,30,20,10
1,4,0,30,30,20,10
1,4,0,30,30,20,10
1,4,1,30,30,20,10
1,4,1,30,30,20,10
1,4,1,30,30,20,10
1,4,0,30,30,20,10
1,4,0,30,30,20,10
1,4,0,30,30,20,10
1,4,1,30,30,20,10
1,4,0,30,30,20,10
1,4,1,30,30,20,10
1,4,0,30,30,20,10
1,4,1,30,30,20,10
1,4,1,30,30,20,10
1,4,0,30,30,20,10
1,4,0,20,25,25,15
1,4,0,20,25,25,15
1,4,0,20,25,25,15
1,4,0,20,25,25,15
1,4,0,20,25,25,15
1,4,0,20,25,25,15
1,4,0,20,25,25,15
1,4,0,20,25,25,15
1,4,0,20,25,25,15
1,4,0,20,25,25,15
1,4,1,20,25,25,15
1,4,0,20,25,25,15
1,4,0,20,25,25,15
1,4,0,20,25,25,15
1,4,0,20,25,25,15
1,4,0,20,25,25,15
1,4,0,20,25,25,15
1,4,1,20,25,25,15
1,4,0,40,8,10,12
1,4,0,40,8,10,12
1,4,0,40,8,10,12
1,4,0,40,8,10,12
1,4,0,40,8,10,12
1,4,0,40,8,10,12
1,4,0,40,8,10,12
1,4,0,40,8,10,12
1,4,0,40,8,10,12
1,4,0,40,8,10,12
1,4,0,40,8,10,12
1,4,0,40,8,10,12
1,4,0,40,8,10,12
1,4,0,40,8,10,12
1,4,0,40,8,10,12
1,4,0,40,8,10,12
1,4,0,40,8,10,12
1,4,0,40,8,10,12
1,4,0,30,10,30,20
1,4,0,30,10,30,20
1,4,0,30,10,30,20
1,4,0,30,10,30,20
1,4,1,30,10,30,20
1,4,0,30,10,30,20
1,4,0,30,10,30,20
1,4,0,30,10,30,20
1,4,0,30,10,30,20
1,4,0,30,10,30,20
1,4,0,30,10,30,20
1,4,0,30,10,30,20
1,4,0,30,10,30,20
1,4,0,30,10,30,20
1,4,0,30,10,30,20
1,4,0,30,10,30,20
1,4,0,30,10,30,20
1,4,0,30,10,30,20
1,4,0,40,5,20,10
1,4,0,40,5,20,10
1,4,0,40,5,20,10
1,4,0,40,5,20,10
1,4,0,40,5,20,10
1,4,0,40,5,20,10
1,4,0,40,5,20,10
1,4,0,40,5,20,10
1,4,0,40,5,20,10
1,4,0,40,5,20,10
1,4,0,40,5,20,10
1,4,0,40,5,20,10
1,4,0,40,5,20,10
1,4,0,40,5,20,10
1,4,0,40,5,20,10
1,4,1,40,5,20,10
1,4,0,40,5,20,10
1,4,0,40,5,20,10
1,4,0,20,15,25,15
1,4,0,20,15,25,15
1,4,0,20,15,25,15
1,4,1,20,15,25,15
1,4,0,20,15,25,15
1,4,1,20,15,25,15
1,4,0,20,15,25,15
1,4,0,20,15,25,15
1,4,0,20,15,25,15
1,4,0,20,15,25,15
1,4,1,20,15,25,15
1,4,0,20,15,25,15
1,4,0,20,15,25,15
1,4,1,20,15,25,15
1,4,0,20,15,25,15
1,4,0,20,15,25,15
1,4,0,20,15,25,15
1,4,1,20,15,25,15
1,4,1,30,15,20,20
1,4,1,30,15,20,20
1,4,0,30,15,20,20
1,4,0,30,15,20,20
1,4,1,30,15,20,20
1,4,0,30,15,20,20
1,4,1,30,15,20,20
1,4,0,30,15,20,20
1,4,1,30,15,20,20
1,4,0,30,15,20,20
1,4,1,30,15,20,20
1,4,0,30,15,20,20
1,4,0,30,15,20,20
1,4,0,30,15,20,20
1,4,0,30,15,20,20
1,4,1,30,15,20,20
1,4,1,30,15,20,20
1,4,0,30,15,20,20
1,4,0,10,20,35,10
1,4,0,10,20,35,10
1,4,1,10,20,35,10
1,4,0,10,20,35,10
1,4,0,10,20,35,10
1,4,0,10,20,35,10
1,4,0,10,20,35,10
1,4,0,10,20,35,10
1,4,0,10,20,35,10
1,4,0,10,20,35,10
1,4,0,10,20,35,10
1,4,0,10,20,35,10
1,4,0,10,20,35,10
1,4,0,10,20,35,10
1,4,0,10,20,35,10
1,4,1,10,20,35,10
1,4,0,10,20,35,10
1,4,0,10,20,35,10
1,4,1,19,24,21,23
1,4,1,19,24,21,23
1,4,1,19,24,21,23
1,4,1,19,24,21,23
1,4,0,19,24,21,23
1,4,0,19,24,21,23
1,4,1,19,24,21,23
1,4,1,19,24,21,23
1,4,0,19,24,21,23
1,4,1,19,24,21,23
1,4,1,19,24,21,23
1,4,1,19,24,21,23
1,4,0,19,24,21,23
1,4,0,19,24,21,23
1,4,0,19,24,21,23
1,4,1,19,24,21,23
1,4,1,19,24,21,23
1,4,0,19,24,21,23
1,4,0,10,20,35,20
1,4,0,10,20,35,20
1,4,0,10,20,35,20
1,4,1,10,20,35,20
1,4,0,10,20,35,20
1,4,1,10,20,35,20
1,4,0,10,20,35,20
1,4,0,10,20,35,20
1,4,1,10,20,35,20
1,4,0,10,20,35,20
1,4,1,10,20,35,20
1,4,0,10,20,35,20
1,4,0,10,20,35,20
1,4,0,10,20,35,20
1,4,0,10,20,35,20
1,4,0,10,20,35,20
1,4,0,10,20,35,20
1,4,0,10,20,35,20
1,4,1,15,10,30,10
1,4,0,15,10,30,10
1,4,1,15,10,30,10
1,4,0,15,10,30,10
1,4,1,15,10,30,10
1,4,0,15,10,30,10
1,4,1,15,10,30,10
1,4,0,15,10,30,10
1,4,0,15,10,30,10
1,4,0,15,10,30,10
1,4,1,15,10,30,10
1,4,0,15,10,30,10
1,4,0,15,10,30,10
1,4,0,15,10,30,10
1,4,1,15,10,30,10
1,4,1,15,10,30,10
1,4,1,15,10,30,10
1,4,0,15,10,30,10
1,4,1,20,20,15,15
1,4,0,20,20,15,15
1,4,0,20,20,15,15
1,4,0,20,20,15,15
1,4,0,20,20,15,15
1,4,0,20,20,15,15
1,4,0,20,20,15,15
1,4,0,20,20,15,15
1,4,0,20,20,15,15
1,4,0,20,20,15,15
1,4,1,20,20,15,15
1,4,0,20,20,15,15
1,4,0,20,20,15,15
1,4,0,20,20,15,15
1,4,0,20,20,15,15
1,4,1,20,20,15,15
1,4,1,20,20,15,15
1,4,0,20,20,15,15
1,4,0,20,20,20,20
1,4,0,20,20,20,20
1,4,0,20,20,20,20
1,4,0,20,20,20,20
1,4,0,20,20,20,20
1,4,0,20,20,20,20
1,4,0,20,20,20,20
1,4,0,20,20,20,20
1,4,0,20,20,20,20
1,4,0,20,20,20,20
1,4,0,20,20,20,20
1,4,0,20,20,20,20
1,4,0,20,20,20,20
1,4,0,20,20,20,20
1,4,0,20,20,20,20
1,4,0,20,20,20,20
1,4,0,20,20,20,20
1,4,0,20,20,20,20
0,5,1,15,15,20,25
0,5,0,15,15,20,25
0,5,0,15,15,20,25
0,5,1,15,15,20,25
0,5,1,15,15,20,25
0,5,1,15,15,20,25
0,5,1,15,15,20,25
0,5,1,15,15,20,25
0,5,0,15,15,20,25
0,5,0,15,15,20,25
0,5,0,15,15,25,25
0,5,0,15,15,25,25
0,5,0,15,15,25,25
0,5,1,15,15,25,25
0,5,1,15,15,25,25
0,5,0,15,15,25,25
0,5,1,15,15,25,25
0,5,0,15,15,25,25
0,5,0,15,15,25,25
0,5,0,15,15,25,25
0,5,0,20,20,20,20
0,5,0,20,20,20,20
0,5,0,20,20,20,20
0,5,0,20,20,20,20
0,5,0,20,20,20,20
0,5,0,20,20,20,20
0,5,1,20,20,20,20
0,5,0,20,20,20,20
0,5,0,20,20,20,20
0,5,0,20,20,20,20
0,5,0,20,10,30,20
0,5,0,20,10,30,20
0,5,0,20,10,30,20
0,5,1,20,10,30,20
0,5,0,20,10,30,20
0,5,1,20,10,30,20
0,5,1,20,10,30,20
0,5,0,20,10,30,20
0,5,0,20,10,30,20
0,5,0,20,10,30,20
0,5,1,15,15,25,25
0,5,0,15,15,25,25
0,5,0,15,15,25,25
0,5,1,15,15,25,25
0,5,0,15,15,25,25
0,5,1,15,15,25,25
0,5,0,15,15,25,25
0,5,1,15,15,25,25
0,5,0,15,15,25,25
0,5,0,15,15,25,25
0,5,0,20,10,20,20
0,5,0,20,10,20,20
0,5,0,20,10,20,20
0,5,1,20,10,20,20
0,5,0,20,10,20,20
0,5,0,20,10,20,20
0,5,0,20,10,20,20
0,5,0,20,10,20,20
0,5,0,20,10,20,20
0,5,0,20,10,20,20
0,5,0,50,15,10,10
0,5,0,50,15,10,10
0,5,0,50,15,10,10
0,5,1,50,15,10,10
0,5,0,50,15,10,10
0,5,1,50,15,10,10
0,5,1,50,15,10,10
0,5,1,50,15,10,10
0,5,1,50,15,10,10
0,5,0,50,15,10,10
0,5,1,10,10,35,35
0,5,0,10,10,35,35
0,5,0,10,10,35,35
0,5,1,10,10,35,35
0,5,0,10,10,35,35
0,5,0,10,10,35,35
0,5,1,10,10,35,35
0,5,0,10,10,35,35
0,5,1,10,10,35,35
0,5,0,10,10,35,35
0,5,0,35,15,5,30
0,5,0,35,15,5,30
0,5,0,35,15,5,30
0,5,0,35,15,5,30
0,5,0,35,15,5,30
0,5,0,35,15,5,30
0,5,0,35,15,5,30
0,5,0,35,15,5,30
0,5,0,35,15,5,30
0,5,0,35,15,5,30
1,5,1,40,15,10,20
1,5,0,40,15,10,20
1,5,0,40,15,10,20
1,5,0,40,15,10,20
1,5,1,40,15,10,20
1,5,0,40,15,10,20
1,5,0,40,15,10,20
1,5,1,40,15,10,20
1,5,0,40,15,10,20
1,5,0,40,15,10,20
1,5,0,50,10,20,5
1,5,0,50,10,20,5
1,5,0,50,10,20,5
1,5,0,50,10,20,5
1,5,0,50,10,20,5
1,5,0,50,10,20,5
1,5,0,50,10,20,5
1,5,0,50,10,20,5
1,5,0,50,10,20,5
1,5,0,50,10,20,5
1,5,0,40,10,10,10
1,5,0,40,10,10,10
1,5,0,40,10,10,10
1,5,0,40,10,10,10
1,5,0,40,10,10,10
1,5,0,40,10,10,10
1,5,0,40,10,10,10
1,5,0,40,10,10,10
1,5,0,40,10,10,10
1,5,0,40,10,10,10
1,5,1,20,15,20,15
1,5,1,20,15,20,15
1,5,0,20,15,20,15
1,5,1,20,15,20,15
1,5,1,20,15,20,15
1,5,1,20,15,20,15
1,5,1,20,15,20,15
1,5,1,20,15,20,15
1,5,0,20,15,20,15
1,5,0,20,15,20,15
1,5,1,25,40,15,10
1,5,1,25,40,15,10
1,5,0,25,40,15,10
1,5,0,25,40,15,10
1,5,0,25,40,15,10
1,5,0,25,40,15,10
1,5,0,25,40,15,10
1,5,0,25,40,15,10
1,5,0,25,40,15,10
1,5,0,25,40,15,10
1,5,1,25,25,25,15
1,5,0,25,25,25,15
1,5,0,25,25,25,15
1,5,1,25,25,25,15
1,5,1,25,25,25,15
1,5,0,25,25,25,15
1,5,1,25,25,25,15
1,5,0,25,25,25,15
1,5,0,25,25,25,15
1,5,0,25,25,25,15
1,5,1,40,15,10,20
1,5,1,40,15,10,20
1,5,1,40,15,10,20
1,5,1,40,15,10,20
1,5,0,40,15,10,20
1,5,0,40,15,10,20
1,5,1,40,15,10,20
1,5,1,40,15,10,20
1,5,0,40,15,10,20
1,5,0,40,15,10,20
1,5,1,40,20,20,20
1,5,0,40,20,20,20
1,5,0,40,20,20,20
1,5,0,40,20,20,20
1,5,1,40,20,20,20
1,5,0,40,20,20,20
1,5,1,40,20,20,20
1,5,0,40,20,20,20
1,5,0,40,20,20,20
1,5,0,40,20,20,20
1,5,0,25,10,20,20
1,5,0,25,10,20,20
1,5,0,25,10,20,20
1,5,0,25,10,20,20
1,5,0,25,10,20,20
1,5,0,25,10,20,20
1,5,0,25,10,20,20
1,5,0,25,10,20,20
1,5,0,25,10,20,20
1,5,0,25,10,20,20
0,6,0,16.67,16.67,16.67,16.67
0,6,0,16.67,16.67,16.67,16.67
0,6,0,16.67,16.67,16.67,16.67
0,6,1,16.67,16.67,16.67,16.67
0,6,0,16.67,16.67,16.67,16.67
0,6,0,12.77,19.15,17.02,17.02
0,6,0,12.77,19.15,17.02,17.02
0,6,0,12.77,19.15,17.02,17.02
0,6,0,12.77,19.15,17.02,17.02
0,6,0,12.77,19.15,17.02,17.02
0,6,1,6.67,20,20,17.78
0,6,0,6.67,20,20,17.78
0,6,0,6.67,20,20,17.78
0,6,0,6.67,20,20,17.78
0,6,0,6.67,20,20,17.78
0,6,0,18.18,22.73,18.18,13.64
0,6,0,18.18,22.73,18.18,13.64
0,6,0,18.18,22.73,18.18,13.64
0,6,1,18.18,22.73,18.18,13.64
0,6,1,18.18,22.73,18.18,13.64
1,6,0,17.39,17.39,15.22,17.39
1,6,0,17.39,17.39,15.22,17.39
1,6,1,17.39,17.39,15.22,17.39
1,6,0,17.39,17.39,15.22,17.39
1,6,0,17.39,17.39,15.22,17.39
1,6,0,20,20,20,20
1,6,0,20,20,20,20
1,6,0,20,20,20,20
1,6,0,20,20,20,20
1,6,1,20,20,20,20
1,6,0,18.75,16.67,18.75,20.83
1,6,0,18.75,16.67,18.75,20.83
1,6,0,18.75,16.67,18.75,20.83
1,6,0,18.75,16.67,18.75,20.83
1,6,0,18.75,16.67,18.75,20.83
1,6,1,18.6,16.28,18.6,18.6
1,6,0,18.6,16.28,18.6,18.6
1,6,0,18.6,16.28,18.6,18.6
1,6,1,18.6,16.28,18.6,18.6
1,6,0,18.6,16.28,18.6,18.6
1,6,0,20.83,20.83,16.67,16.67
1,6,0,20.83,20.83,16.67,16.67
1,6,0,20.83,20.83,16.67,16.67
1,6,1,20.83,20.83,16.67,16.67
1,6,0,20.83,20.83,16.67,16.67
0,7,0,14.29,14.29,21.43,21.43
0,7,1,14.29,14.29,21.43,21.43
0,7,0,14.29,14.29,21.43,21.43
0,7,0,14.29,14.29,21.43,21.43
0,7,0,14.29,14.29,21.43,21.43
0,7,0,14.29,14.29,21.43,21.43
0,7,0,14.29,14.29,21.43,21.43
0,7,0,14.29,14.29,21.43,21.43
0,7,0,14.29,14.29,21.43,21.43
0,7,1,14.29,14.29,21.43,21.43
0,7,1,14.29,14.29,21.43,21.43
0,7,1,14.29,14.29,21.43,21.43
0,7,0,14.29,14.29,21.43,21.43
0,7,1,14.29,14.29,21.43,21.43
0,7,1,14.29,14.29,21.43,21.43
0,7,1,14.29,14.29,21.43,21.43
0,7,0,8.33,20.83,20.83,14.58
0,7,0,8.33,20.83,20.83,14.58
0,7,0,8.33,20.83,20.83,14.58
0,7,0,8.33,20.83,20.83,14.58
0,7,0,8.33,20.83,20.83,14.58
0,7,0,8.33,20.83,20.83,14.58
0,7,0,8.33,20.83,20.83,14.58
0,7,0,8.33,20.83,20.83,14.58
0,7,0,8.33,20.83,20.83,14.58
0,7,0,8.33,20.83,20.83,14.58
0,7,0,8.33,20.83,20.83,14.58
0,7,0,8.33,20.83,20.83,14.58
0,7,0,8.33,20.83,20.83,14.58
0,7,0,8.33,20.83,20.83,14.58
0,7,0,8.33,20.83,20.83,14.58
0,7,0,8.33,20.83,20.83,14.58
0,7,0,16,16,16,18
0,7,0,16,16,16,18
0,7,0,16,16,16,18
0,7,0,16,16,16,18
0,7,1,16,16,16,18
0,7,0,16,16,16,18
0,7,0,16,16,16,18
0,7,0,16,16,16,18
0,7,0,16,16,16,18
0,7,0,16,16,16,18
0,7,0,16,16,16,18
0,7,0,16,16,16,18
0,7,0,16,16,16,18
0,7,0,16,16,16,18
0,7,0,16,16,16,18
0,7,0,16,16,16,18
0,7,0,11.36,18.18,22.73,18.18
0,7,0,11.36,18.18,22.73,18.18
0,7,0,11.36,18.18,22.73,18.18
0,7,0,11.36,18.18,22.73,18.18
0,7,0,11.36,18.18,22.73,18.18
0,7,0,11.36,18.18,22.73,18.18
0,7,0,11.36,18.18,22.73,18.18
0,7,0,11.36,18.18,22.73,18.18
0,7,0,11.36,18.18,22.73,18.18
0,7,0,11.36,18.18,22.73,18.18
0,7,0,11.36,18.18,22.73,18.18
0,7,0,11.36,18.18,22.73,18.18
0,7,0,11.36,18.18,22.73,18.18
0,7,0,11.36,18.18,22.73,18.18
0,7,0,11.36,18.18,22.73,18.18
0,7,0,11.36,18.18,22.73,18.18
0,7,0,18.18,18.18,18.18,18.18
0,7,0,18.18,18.18,18.18,18.18
0,7,0,18.18,18.18,18.18,18.18
0,7,0,18.18,18.18,18.18,18.18
0,7,0,18.18,18.18,18.18,18.18
0,7,0,18.18,18.18,18.18,18.18
0,7,1,18.18,18.18,18.18,18.18
0,7,0,18.18,18.18,18.18,18.18
0,7,0,18.18,18.18,18.18,18.18
0,7,0,18.18,18.18,18.18,18.18
0,7,0,18.18,18.18,18.18,18.18
0,7,0,18.18,18.18,18.18,18.18
0,7,0,18.18,18.18,18.18,18.18
0,7,0,18.18,18.18,18.18,18.18
